"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160
100	0.7087058	0.7273051	0.0054744	0.0163958	0.1629331	0.0107277	0.2870175	0.0214593	0.5208383	0.3680934	0.6200077	0.0982178	0.3013796	0.0038962	0.1594235	0.0612531	0.3840172	0.5965360	0.6757704	0.6009859	0.1090210	0.7230490	0.0295962	0.0765302	0.1218800	0.0748476	0.6547716	0.1136860	0.5826087	0.0029955	0.3623494	0.4842723	0.3779427	0.2632925	0.4044592	0.5124919	0.4608739	0.2493459	0.5304396	0.6921899	0.2961155	0.3199351	0.6746381	0.1550337	0.2458055	0.2432126	0.1252137	0.4062558	0.3489435	0.3267464	0.1923206	0.5952086	0.0995329	0.3938103	0.0126540	0.2926322	0.0433269	0.0501821	0.3687273	0.7036511	0.2373012	0.1208532	0.2021302	0.2867652	0.0597927	0.0597163	0.0701937	0.6305825	0.0102256	0.6315090	0.2142854	0.4489775	0.2977744	0.1082257	0.2701774	0.2815136	0.2177806	0.3738868	0.1451408	0.1859074	0.3831932	0.5238436	0.7749640	0.5739107	0.2965835	0.5031074	0.1210473	0.0228932	0.6519402	0.2727238	0.2413110	0.1957579	0.4546897	0.1623606	0.2598860	0.2976035	0.2000032	0.6529580	0.5813275	0.6438584	0.2567799	0.3428770	0.1164917	0.0195558	0.7428019	0.1827008	0.2717342	0.5910028	0.3211643	0.0126821	0.7018839	0.6355700	0.6910856	0.3027344	0.7511893	0.5827388	0.3539389	0.2547497	0.6574841	0.0461982	0.7090389	0.5360689	0.4022356	0.0079534	0.5826111	0.2007260	0.4620264	0.3992078	0.6181883	0.5249498	0.6721955	0.3886669	0.6570502	0.6770290	0.3370030	0.3553501	0.6795049	0.4421692	0.4694231	0.6156033	0.3250689	0.5990095	0.3599012	0.5379054	0.5498893	0.3901837	0.0577018	0.7332990	0.3232164	0.0983086	0.4972269	0.5886603	0.5961352	0.7004041	0.6880247	0.1809778	0.2306585	0.2546492	0.0316974	0.5317778
150	0.7154871	0.7015169	0.0024391	0.0201099	0.1248634	0.0071381	0.2197076	0.0405703	0.7021839	0.3983916	0.5780603	0.0549897	0.2533678	0.0062153	0.0510457	0.0138563	0.4752137	0.4420114	0.6088200	0.6569026	0.0642329	0.6847090	0.0220558	0.0143127	0.0910134	0.0351555	0.5907274	0.0992971	0.5417223	0.0013667	0.1814085	0.2367369	0.2525379	0.2433245	0.3673833	0.5795572	0.4325696	0.2420166	0.3473639	0.5911863	0.3524990	0.2691955	0.6295899	0.1674184	0.1448684	0.3558806	0.1472796	0.3309846	0.3044596	0.2146208	0.1836527	0.4997041	0.0809248	0.3595578	0.0174275	0.2284437	0.0475100	0.0611507	0.5070971	0.6851102	0.3960430	0.2054103	0.3221807	0.4208608	0.0360999	0.0371240	0.0214620	0.7014233	0.0663935	0.4314336	0.3507706	0.4220052	0.2154077	0.1472527	0.2081879	0.3152307	0.3633069	0.4565742	0.2013021	0.2791198	0.4141228	0.1614900	0.6226344	0.3656915	0.1510761	0.3459293	0.1851792	0.0974856	0.7454387	0.3820357	0.1355236	0.1015324	0.2033685	0.0844896	0.4094342	0.1115802	0.1906131	0.5187403	0.4788563	0.6427008	0.4554979	0.1938078	0.1152324	0.0149623	0.7681772	0.0719470	0.2360012	0.3707872	0.4533397	0.0194973	0.7295735	0.7107022	0.5297130	0.0774358	0.6827392	0.5311786	0.1758753	0.6061573	0.3922746	0.0994532	0.4115797	0.4593312	0.4766139	0.0054274	0.5275286	0.1830596	0.2444822	0.3523650	0.6056769	0.3685309	0.5733088	0.1792438	0.7308717	0.6636393	0.1947501	0.4136913	0.4418707	0.3631023	0.5547304	0.4932124	0.1728073	0.5239557	0.3400343	0.5130684	0.4078861	0.2575621	0.0189937	0.6625930	0.2702260	0.1294535	0.3535618	0.6573483	0.6660877	0.4671464	0.7020279	0.1929093	0.1901739	0.0913593	0.0417680	0.6386809
200	0.6317465	0.5260470	0.0027298	0.0115444	0.1853792	0.0032337	0.2215215	0.0142835	0.6360222	0.4509641	0.6059508	0.0326220	0.2058966	0.0084243	0.0240244	0.0079087	0.5066800	0.3828537	0.7227107	0.5592247	0.0688336	0.4284049	0.0291927	0.0144680	0.1008568	0.0324025	0.6105093	0.1460190	0.6926053	0.0100148	0.2587186	0.1733574	0.2265269	0.1268892	0.3080575	0.5542090	0.4405134	0.3215036	0.4397916	0.6195291	0.4356170	0.2345338	0.5476729	0.2697008	0.1430980	0.2923968	0.1598900	0.3392515	0.2096190	0.2014557	0.1518481	0.4713322	0.0787568	0.3680538	0.0077417	0.2050790	0.0524976	0.1114187	0.5687015	0.7396286	0.3836409	0.2230250	0.4092460	0.5098213	0.0668113	0.0550062	0.0243831	0.7155457	0.0694816	0.4693902	0.5383968	0.5600294	0.1460049	0.2869164	0.0758160	0.2666730	0.4176127	0.6400565	0.2770482	0.3643402	0.3928778	0.0754555	0.5248684	0.1883648	0.1551767	0.3390955	0.2364486	0.0849124	0.8237738	0.4579845	0.1115018	0.1057567	0.0533943	0.0169425	0.5826298	0.0921362	0.3891023	0.3878104	0.3000125	0.4010054	0.5685939	0.0894902	0.0968993	0.0337678	0.6965064	0.0540947	0.2233874	0.2985330	0.4933084	0.0742872	0.5835108	0.5971880	0.5165147	0.0560739	0.6309689	0.5883833	0.1639543	0.6126728	0.3937212	0.2345115	0.3169226	0.3430712	0.4369157	0.0043188	0.3841290	0.1296634	0.2204620	0.2704379	0.5709159	0.2610613	0.5695332	0.1384295	0.7191939	0.6208618	0.1214699	0.2411867	0.3471610	0.2202612	0.4333788	0.4459983	0.1347579	0.4452929	0.3721288	0.4126007	0.2115652	0.1926905	0.0230849	0.6143072	0.3299558	0.0756764	0.2884374	0.5811655	0.6364382	0.5700256	0.6906645	0.1734839	0.1576319	0.0990308	0.0363291	0.6395562
250	0.6601995	0.7200706	0.0069043	0.0139372	0.1087554	0.0034649	0.2020739	0.0119696	0.5455723	0.3253791	0.5887938	0.0266109	0.1818989	0.0022119	0.0103208	0.0323777	0.4392479	0.2471571	0.5051439	0.6157133	0.0761437	0.3798144	0.0077438	0.0010177	0.0638416	0.0167233	0.5625672	0.1236647	0.5209554	0.0169305	0.2381601	0.0657572	0.2625981	0.1802189	0.3225106	0.6030687	0.4859223	0.2065861	0.4312430	0.6735865	0.3355831	0.2722743	0.6201630	0.2547783	0.1279160	0.2980598	0.1742877	0.4453938	0.1441669	0.1953908	0.1427232	0.4343375	0.0450681	0.3199621	0.0119570	0.1118831	0.0285444	0.0581385	0.4338128	0.6682594	0.4041163	0.3239850	0.3391898	0.5450062	0.1456504	0.0304876	0.0249046	0.5865179	0.1154535	0.5257995	0.4515525	0.4249108	0.1334656	0.2475040	0.0396769	0.3427401	0.6158375	0.5865088	0.2767263	0.4649762	0.3997073	0.0383289	0.5522949	0.2638734	0.1300129	0.2943432	0.4063330	0.0676639	0.7950624	0.3582297	0.0810882	0.0535318	0.0448203	0.0259706	0.5119626	0.0344665	0.3689723	0.2769729	0.3848628	0.4714724	0.6358208	0.0719886	0.0749360	0.0302674	0.6227608	0.0465983	0.1694410	0.1814068	0.5085024	0.0553601	0.6394561	0.3740748	0.5204328	0.0229571	0.7451388	0.5719970	0.0971085	0.6635700	0.1539597	0.3247458	0.1591161	0.3225985	0.6665721	0.0033809	0.3754952	0.1216546	0.1201788	0.2422081	0.5584383	0.2189146	0.4147265	0.0710702	0.8008098	0.5116522	0.0759871	0.1582137	0.1962682	0.1904993	0.4605959	0.3960904	0.0910364	0.4068277	0.2495788	0.3768245	0.1133018	0.1271680	0.0232643	0.7851500	0.3595117	0.0180229	0.2757142	0.6413770	0.6999752	0.4021878	0.6078183	0.1103633	0.1138128	0.0875239	0.0479647	0.6615523
300	0.6523381	0.7911895	0.0026277	0.0184408	0.0960742	0.0011074	0.1428624	0.0092366	0.5583627	0.2637331	0.6340539	0.0157919	0.1853995	0.0006747	0.0183045	0.0212729	0.3021205	0.2092240	0.5717208	0.5588660	0.0897502	0.3273570	0.0535849	0.0015776	0.1012265	0.0272534	0.5694395	0.1652738	0.6461117	0.0263357	0.2849298	0.0705673	0.2633388	0.0882830	0.2724799	0.6226737	0.3649971	0.3253073	0.4399528	0.3653711	0.3306581	0.2738380	0.6650418	0.2646557	0.1059530	0.3267841	0.2144258	0.3369528	0.1200340	0.1617836	0.1039968	0.4504663	0.0468039	0.4072060	0.0283107	0.1984022	0.0307784	0.0672300	0.4813656	0.5952644	0.2935447	0.3471092	0.3387651	0.4621183	0.1268118	0.0264181	0.0168044	0.8321904	0.1376838	0.4388398	0.5431557	0.6033862	0.1334165	0.2866954	0.0171916	0.2543312	0.7035486	0.6591581	0.2756105	0.4966903	0.4059260	0.0549515	0.4727408	0.1648153	0.0813061	0.2237908	0.4764629	0.0963427	0.6748019	0.5274549	0.0900272	0.0455527	0.0433966	0.0154740	0.5418620	0.0267984	0.4169966	0.2342659	0.2510476	0.3912207	0.5648056	0.0653643	0.0429656	0.0234901	0.5265164	0.0468712	0.1950105	0.1939821	0.6068915	0.0511342	0.7670045	0.4307546	0.6262774	0.0335683	0.6839645	0.5578398	0.1179924	0.6225585	0.1333969	0.3913090	0.1497320	0.1931102	0.6217038	0.0220433	0.4282315	0.1100374	0.1615019	0.3331770	0.7531443	0.2046424	0.2957494	0.0342884	0.6708534	0.5842534	0.1018911	0.0655665	0.1268476	0.1629579	0.4585207	0.4366636	0.1031367	0.4114234	0.2771658	0.5055014	0.0621474	0.0789405	0.0268695	0.6715803	0.3103307	0.0236351	0.4542159	0.5103207	0.6094053	0.3635679	0.6332012	0.1912753	0.1587757	0.1336316	0.0615608	0.5864694
350	0.7198531	0.7652766	0.0017286	0.0148210	0.0976388	0.0049120	0.1522150	0.0111170	0.6440062	0.2796331	0.6873547	0.0329084	0.1670245	0.0005127	0.0100385	0.0262144	0.5072140	0.2929436	0.7094016	0.5185693	0.1490355	0.3379710	0.0614185	0.0063472	0.1078549	0.0943035	0.6192719	0.1899427	0.5944375	0.0404322	0.3051824	0.0611751	0.3403268	0.1621401	0.2389026	0.5909067	0.4101724	0.2870795	0.5063226	0.5527003	0.3364189	0.2837627	0.6990266	0.3227959	0.1015876	0.2941267	0.1417646	0.3386899	0.1284151	0.2745396	0.1187243	0.4097203	0.0484469	0.4498934	0.0121088	0.1332153	0.0883214	0.0499919	0.5975862	0.7397117	0.3291108	0.4921667	0.3765853	0.5132509	0.1267237	0.0364983	0.0237647	0.6502412	0.1204304	0.5036049	0.4375957	0.5748851	0.1181996	0.2253280	0.0249668	0.1944865	0.6026821	0.7077545	0.3139395	0.5376390	0.3803032	0.0584442	0.5431275	0.1917794	0.1314410	0.2132697	0.3945579	0.0551978	0.7649365	0.4551773	0.0709189	0.0535788	0.0279522	0.0136854	0.5448615	0.0238179	0.4209613	0.2319092	0.2751418	0.3974302	0.7104075	0.0371954	0.0752306	0.0145296	0.5413128	0.0278426	0.1634802	0.1895007	0.6024634	0.0293134	0.6986093	0.3832165	0.5819325	0.0801973	0.5941590	0.6026221	0.0672108	0.6980645	0.1683936	0.4550773	0.1423792	0.1780038	0.6589509	0.0090470	0.4423256	0.0929689	0.1042541	0.3253566	0.6072344	0.2014188	0.3451873	0.0192423	0.6712036	0.5859879	0.0469524	0.0604401	0.1271033	0.1587989	0.4158852	0.3910890	0.0702861	0.4227385	0.2325548	0.3282712	0.0993206	0.0593228	0.0175754	0.7319211	0.3228182	0.0380321	0.3370718	0.4146628	0.6537998	0.4167538	0.8086453	0.1535237	0.1852134	0.0652488	0.0140296	0.6278959
400	0.7236718	0.7104939	0.0079819	0.0224110	0.1717784	0.0016192	0.1721516	0.0225326	0.5112176	0.2768319	0.5776166	0.0161051	0.1544375	0.0006982	0.0131185	0.0213418	0.3985420	0.2265364	0.7230031	0.4800677	0.0847162	0.3464509	0.0272884	0.0055360	0.0815181	0.1293583	0.4999706	0.1408782	0.7213428	0.0339809	0.3570497	0.0708180	0.2518956	0.1032868	0.2565464	0.6660514	0.4326788	0.3111691	0.6027156	0.6132692	0.4149309	0.2667737	0.5664316	0.3079617	0.1199281	0.2772904	0.1749071	0.4352970	0.1499757	0.1735657	0.1430530	0.3948342	0.0465029	0.3646429	0.0061581	0.0966943	0.0746348	0.0414196	0.4662970	0.6748564	0.2996839	0.2538503	0.3426553	0.5313528	0.1256707	0.0191800	0.0161208	0.6281293	0.1123287	0.4715562	0.4127704	0.5889201	0.1461227	0.3059370	0.0264064	0.2311687	0.6260922	0.7253814	0.4100014	0.5158261	0.2268403	0.0555792	0.6009276	0.1748562	0.1136889	0.2827270	0.4750223	0.0641053	0.7432774	0.4848901	0.0755116	0.0648765	0.0344218	0.0170638	0.4914737	0.0297970	0.3530612	0.2514182	0.1865258	0.3971467	0.7258214	0.0171917	0.0707100	0.0216608	0.6672305	0.0242871	0.1736016	0.1714248	0.5568915	0.0471177	0.5035712	0.5483370	0.5520864	0.0364087	0.6302955	0.6016399	0.0988871	0.5636229	0.1314449	0.3328227	0.1506378	0.1873493	0.5495876	0.0142931	0.3594227	0.1519336	0.0970557	0.2804933	0.6425039	0.1918932	0.3777932	0.0087742	0.4756065	0.2763207	0.0811075	0.0233867	0.1677704	0.2241376	0.5931527	0.3791766	0.0588423	0.3764803	0.3234979	0.3940228	0.0738465	0.0928823	0.0210782	0.6140171	0.3143557	0.0488302	0.4315558	0.5074073	0.5819669	0.5762798	0.8201471	0.1478661	0.1212167	0.1478939	0.0359737	0.6155865
450	0.7094389	0.6569722	0.0050806	0.0381602	0.1074844	0.0047697	0.2529270	0.0384542	0.6648106	0.3771557	0.7801769	0.0246018	0.1725858	0.0008426	0.0342218	0.0281443	0.3574244	0.2649923	0.6584683	0.5608921	0.1169203	0.3135275	0.0269978	0.0038797	0.0973590	0.1387424	0.5661056	0.2383133	0.5014528	0.0323515	0.3662581	0.0719970	0.2966932	0.1437812	0.2690322	0.5331394	0.5188968	0.2718453	0.5702186	0.6609511	0.3603990	0.3052701	0.6198225	0.2764611	0.1225454	0.2447641	0.1929780	0.3341244	0.2075102	0.1911848	0.1563754	0.2894459	0.0577297	0.3795507	0.0198207	0.1563144	0.0928319	0.1146077	0.4750198	0.5881126	0.4116255	0.2853443	0.4233796	0.5428699	0.0910075	0.0534598	0.0124544	0.6594614	0.1211848	0.5651345	0.4360853	0.6352490	0.1599409	0.3103401	0.0337029	0.2443756	0.5440068	0.6601361	0.2797338	0.5493543	0.4727593	0.0448645	0.4989745	0.2159787	0.0951676	0.3311179	0.4176162	0.0388792	0.7028759	0.5526109	0.0579367	0.0540692	0.0108501	0.0212123	0.4229613	0.0158581	0.3576403	0.2254268	0.3624302	0.4159149	0.6747209	0.0507422	0.1027047	0.0229381	0.5140072	0.0463362	0.1998551	0.3015078	0.5405824	0.0733933	0.6788566	0.3414435	0.5496828	0.0300798	0.6475807	0.4524892	0.0724378	0.6754338	0.1307993	0.3949228	0.1840230	0.1723082	0.5654098	0.0186223	0.4642030	0.0878843	0.1532823	0.3478673	0.6445962	0.1881874	0.2514262	0.0036689	0.5742225	0.0982686	0.0612764	0.0258789	0.1013463	0.1570332	0.5218562	0.3353577	0.0590593	0.2941585	0.3197534	0.3783682	0.0388223	0.0867371	0.0133876	0.6779040	0.3485546	0.0186816	0.4149340	0.5407332	0.6227698	0.4904450	0.7163472	0.1789348	0.1601901	0.1011708	0.0365883	0.6522268
500	0.7601903	0.6629926	0.0036280	0.0385382	0.0897554	0.0010888	0.1337403	0.0252713	0.5070283	0.2398472	0.6933780	0.0217127	0.1495353	0.0026247	0.0080767	0.0330218	0.4880151	0.2015800	0.7433728	0.6268139	0.1163300	0.3687112	0.0273064	0.0039265	0.0869497	0.1082247	0.7069183	0.1523582	0.6016981	0.0235954	0.3886072	0.0764423	0.3417353	0.0724795	0.2389141	0.5876892	0.5287026	0.3149925	0.5727565	0.5066844	0.3555413	0.2397565	0.6259706	0.2983965	0.1228963	0.3158300	0.1830608	0.3243989	0.1241168	0.2098599	0.1355033	0.4755731	0.0271625	0.4047676	0.0067040	0.1250076	0.0596790	0.0414202	0.4655608	0.6217465	0.3413449	0.3067069	0.4192654	0.4655670	0.0686721	0.0624706	0.0253716	0.6641854	0.1085023	0.4388034	0.4987145	0.6804997	0.1386532	0.2157924	0.0766419	0.2567041	0.6317838	0.6724382	0.2490387	0.5937539	0.4849922	0.0396902	0.5344151	0.2530429	0.1378876	0.3130188	0.3691538	0.0812269	0.6358896	0.5277054	0.0879760	0.0576282	0.0288996	0.0510684	0.5313625	0.0447489	0.4360837	0.2635932	0.3321246	0.4510912	0.6166275	0.0354590	0.1234412	0.0333497	0.5980296	0.0361793	0.1769094	0.2446172	0.4716886	0.0453570	0.5869039	0.3962936	0.5364788	0.0342475	0.6338504	0.4996360	0.1042809	0.6379113	0.1602102	0.3949374	0.2297159	0.2649823	0.5263325	0.0137421	0.4184965	0.0838683	0.1298671	0.3067107	0.5697635	0.1458927	0.2460306	0.0135927	0.5717818	0.0453094	0.0700379	0.0410365	0.1442610	0.2010270	0.5086012	0.3397877	0.0785730	0.3607750	0.2473987	0.3200278	0.0681699	0.0785722	0.0136618	0.5117975	0.2982063	0.0278385	0.3609318	0.5325290	0.6684090	0.3638081	0.6307763	0.1528564	0.1485545	0.1566059	0.0309085	0.6267750
550	0.6303645	0.6775611	0.0145696	0.0335560	0.2854780	0.0399704	0.1729220	0.0814456	0.5078729	0.3394581	0.6041171	0.2525930	0.1237383	0.0138910	0.0316753	0.0256192	0.4268768	0.3586124	0.5668888	0.6145940	0.0948474	0.4067498	0.0423872	0.0197835	0.2167474	0.1955611	0.6426845	0.2022050	0.5225545	0.2136040	0.4497150	0.1485667	0.3437386	0.1086081	0.2352559	0.6038998	0.5373777	0.1011796	0.2993657	0.6203763	0.4010823	0.5430658	0.3998069	0.2626803	0.4895519	0.5629873	0.2677248	0.3703776	0.2117526	0.3187483	0.2515768	0.5242078	0.0909675	0.4901334	0.0090558	0.1701401	0.0697881	0.1685730	0.4676023	0.7245584	0.4073209	0.2185538	0.2839516	0.3223495	0.0731274	0.0373703	0.0521230	0.6193343	0.5008215	0.3166547	0.5614096	0.5902702	0.2003649	0.2882163	0.1724802	0.2646094	0.6278863	0.7715103	0.3085581	0.5876983	0.7415605	0.2296685	0.6312399	0.2456715	0.2137964	0.2639336	0.3488769	0.0542978	0.2112081	0.4923621	0.0911917	0.1034232	0.2419275	0.0210669	0.5163653	0.1727544	0.3408940	0.4457743	0.2118014	0.4651209	0.4317747	0.0579771	0.1212002	0.0426645	0.6335209	0.0564320	0.0743097	0.4251916	0.5599816	0.0264215	0.2730749	0.5626591	0.5436615	0.0516864	0.5939377	0.2601416	0.1969249	0.4176601	0.3629423	0.2345465	0.4742095	0.3183862	0.5373223	0.0774895	0.3712749	0.1603846	0.0737546	0.1218488	0.2115877	0.2049714	0.2823800	0.0649344	0.3991312	0.2898455	0.0136493	0.0365622	0.2481462	0.2941697	0.6557783	0.5319901	0.1071208	0.4543669	0.2362148	0.2617249	0.1372908	0.0773494	0.0510645	0.5364494	0.2882119	0.0681977	0.1965716	0.5168694	0.2882972	0.4373718	0.6799592	0.2316453	0.0861996	0.1418594	0.0213625	0.6082533
600	0.6672449	0.5814123	0.0382145	0.0218741	0.2783531	0.0708912	0.1682403	0.0832769	0.6050449	0.2462729	0.5763749	0.2202997	0.2636020	0.0490333	0.2004864	0.0342782	0.4117171	0.4437692	0.3876589	0.7209359	0.0627385	0.6665236	0.0209240	0.0713396	0.2410585	0.2475332	0.6919855	0.1320112	0.5546638	0.1942476	0.5661939	0.5514621	0.4252311	0.2827867	0.3314210	0.6448438	0.4283502	0.0832512	0.2964463	0.5802127	0.3503877	0.6442481	0.2553640	0.2234280	0.6883775	0.4117505	0.2976707	0.3874097	0.3408470	0.4636238	0.2122261	0.6957749	0.2242282	0.4789184	0.0136144	0.3269302	0.0727901	0.2682626	0.5182469	0.7026591	0.4188445	0.1457238	0.1995499	0.1843897	0.0581624	0.0320029	0.1145073	0.5527616	0.3177155	0.4233281	0.6028027	0.5055611	0.3548004	0.2192171	0.5143278	0.2488817	0.4934023	0.8017187	0.3720038	0.4479788	0.6599392	0.5860037	0.5711027	0.6475836	0.5259404	0.5771721	0.1375216	0.0455393	0.4182626	0.2819714	0.1886566	0.2495211	0.5608417	0.1833182	0.2348273	0.6148186	0.2268073	0.5032819	0.4859444	0.5788411	0.1106308	0.2135972	0.2009084	0.0491349	0.6132733	0.3447019	0.2965140	0.6813271	0.3909823	0.0108147	0.2776669	0.6689722	0.7193840	0.3153552	0.6837040	0.5520199	0.5086172	0.2055048	0.5973965	0.0677931	0.7464041	0.5443612	0.4705321	0.1058348	0.4362507	0.2264773	0.2187183	0.1420050	0.2596712	0.4299474	0.5006971	0.2844414	0.5307092	0.6059683	0.0113545	0.3152047	0.3591387	0.5428489	0.5927010	0.7287326	0.2959148	0.6246567	0.3068581	0.4418583	0.5300551	0.2789389	0.1210894	0.6649010	0.4072838	0.0735948	0.3527365	0.5246108	0.2909865	0.6178936	0.6952219	0.3541327	0.3061492	0.3271441	0.0189953	0.7630567
650	0.7011258	0.7332439	0.0259916	0.0364781	0.3370460	0.1211133	0.1350642	0.0687645	0.5178264	0.2872686	0.5802687	0.3214290	0.2841917	0.0515599	0.3136043	0.0270248	0.3839920	0.5960311	0.4984859	0.6729620	0.0373121	0.6487816	0.0376926	0.0642145	0.2840755	0.2406924	0.6180269	0.1670656	0.6098391	0.1321144	0.4168133	0.5903015	0.3782115	0.3129038	0.3222222	0.7533777	0.5206534	0.1194230	0.3444790	0.5814516	0.3196865	0.7198380	0.2913787	0.2069826	0.7069990	0.2898224	0.3232510	0.4297088	0.2929041	0.3933293	0.3293711	0.5521439	0.2143702	0.4013058	0.0069706	0.3889650	0.0709005	0.2173429	0.3741345	0.7626700	0.4110431	0.0764652	0.1726840	0.0949315	0.0768761	0.0455161	0.1391571	0.5831474	0.2763785	0.5027338	0.5262906	0.5361268	0.3434673	0.0930937	0.5092416	0.1886748	0.3374052	0.5714673	0.3122087	0.2553673	0.7794992	0.6423190	0.7366373	0.7049264	0.6128324	0.5998321	0.0682534	0.0772709	0.4210766	0.2820556	0.2944302	0.3468211	0.6101157	0.2848805	0.1535663	0.6124351	0.1938625	0.5761079	0.6456957	0.6454724	0.0530085	0.2807516	0.3610693	0.0173439	0.7710021	0.3050170	0.5138804	0.7170641	0.3640137	0.0107842	0.3570831	0.7867036	0.6890875	0.4922012	0.8228140	0.4838371	0.6132469	0.0974819	0.6596404	0.0658631	0.7746140	0.5747109	0.3116039	0.0427774	0.5238032	0.3530711	0.4121956	0.1313876	0.4347175	0.4668912	0.5868903	0.4075054	0.6599643	0.7019094	0.0285239	0.5159199	0.4417235	0.6182052	0.7963662	0.6565978	0.4886997	0.6589591	0.3140113	0.4439797	0.6338089	0.5134258	0.1527773	0.6319598	0.4226489	0.1086693	0.4493519	0.6605576	0.3038460	0.5867039	0.7394393	0.3394746	0.3177450	0.3768186	0.0144223	0.6007827
700	0.6645373	0.7012869	0.0380858	0.0364694	0.4335669	0.1125930	0.1556514	0.0828473	0.6120733	0.3237530	0.5678327	0.2358392	0.4085296	0.0684073	0.3445746	0.0445088	0.4146597	0.5963815	0.5094185	0.6119424	0.0563969	0.6636896	0.0384617	0.1010839	0.3136703	0.1176562	0.6061211	0.1065120	0.6512130	0.1088308	0.3752589	0.5437274	0.4459923	0.3384328	0.3628738	0.6310145	0.5670417	0.0969388	0.2963974	0.7124512	0.2551917	0.6847968	0.3632119	0.1802543	0.5895441	0.2746059	0.2269343	0.4138927	0.2049582	0.4346342	0.2545876	0.5277844	0.2490470	0.6313117	0.0206574	0.3827189	0.0618299	0.2579681	0.4503253	0.6788684	0.3274018	0.0814093	0.1868327	0.1078356	0.0477296	0.0281745	0.1115813	0.7078704	0.2876788	0.4493878	0.4112087	0.5151193	0.4068593	0.1572752	0.5889580	0.2605415	0.3451466	0.4414553	0.2332588	0.2563856	0.6993560	0.5896143	0.6119816	0.6910716	0.5220130	0.6337708	0.0564993	0.0523964	0.5268524	0.2242770	0.3794578	0.3725333	0.6808165	0.4014041	0.2135201	0.5936707	0.1774936	0.6375759	0.6509649	0.6623224	0.0096587	0.4038442	0.4405273	0.0127083	0.7328506	0.3938275	0.4444101	0.7084457	0.4007289	0.0264589	0.2874868	0.6336982	0.7679377	0.5751110	0.7336363	0.7432734	0.4676543	0.1224640	0.6822919	0.0524214	0.5955699	0.6824237	0.4402445	0.1664290	0.5581538	0.3877456	0.3366170	0.3638251	0.6674232	0.6129294	0.5620387	0.7067720	0.7044721	0.7529753	0.1045945	0.6247012	0.5000381	0.6855560	0.7996533	0.6090899	0.3430537	0.7576467	0.3425734	0.4879272	0.6329643	0.4374784	0.1229783	0.7016672	0.2838677	0.1473675	0.5594373	0.4376847	0.4242541	0.5521483	0.9026279	0.2477866	0.4140683	0.3483845	0.0266780	0.5601066
750	0.7536062	0.6816908	0.0244218	0.0241855	0.4390176	0.0632941	0.1700729	0.1065655	0.5586197	0.3755219	0.7140525	0.3524613	0.3037565	0.0235924	0.3426680	0.0124387	0.4041265	0.6204046	0.4559278	0.6672826	0.0540356	0.7967232	0.0171483	0.0810240	0.3060853	0.2044319	0.7156444	0.1088553	0.6187771	0.0919896	0.4208853	0.6749110	0.4074821	0.3103562	0.2675834	0.7021437	0.5381506	0.0899010	0.2151605	0.6988738	0.3459536	0.7037414	0.3551430	0.1904029	0.8438289	0.3384792	0.2444782	0.4885734	0.3005014	0.6133490	0.3014549	0.7080391	0.2584856	0.5406694	0.0150592	0.3982460	0.0694470	0.2698319	0.4059964	0.6649460	0.2708608	0.1186399	0.1731579	0.1363190	0.0379796	0.0435083	0.0644257	0.7204511	0.3134203	0.6237846	0.4730857	0.4709806	0.4101302	0.1026925	0.6967855	0.2739077	0.1774139	0.3926463	0.2489454	0.2011446	0.6788901	0.7186968	0.7153003	0.5638873	0.5335922	0.6329552	0.0376946	0.0458542	0.4139355	0.2971815	0.3988722	0.4101533	0.7241607	0.3239885	0.1761511	0.6628439	0.1687286	0.5783827	0.5981194	0.8130405	0.0219777	0.3917378	0.3729044	0.0146980	0.5718928	0.3194270	0.4731309	0.7655103	0.3112403	0.0234432	0.3675228	0.6609294	0.6296568	0.4804931	0.7939742	0.6277996	0.5505691	0.0576228	0.7912883	0.0240041	0.6345692	0.5428937	0.3144477	0.0675875	0.5744327	0.3477349	0.3887793	0.2789235	0.7121739	0.5133071	0.6173525	0.5975778	0.6088218	0.5748977	0.3794015	0.4709547	0.4688176	0.5854862	0.6526938	0.7479128	0.5408065	0.7104370	0.3278837	0.4281595	0.6669303	0.4282548	0.1442236	0.6487815	0.2765981	0.0790648	0.6813029	0.6261884	0.5000237	0.6935569	0.7761962	0.1755247	0.3634569	0.3232358	0.0248070	0.6328892
