G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80
0.0335177	0.6604641	0.3449221	0.7151289	0.0160903	0.0021261	0.0343178	0.6815556	0.0369003	0.0013533	0.3020068	0.1834300	0.0231253	0.2583258	0.4978837	0.6090569	0.3319115	0.2438215	0.0161588	0.0768290	0.1485089	0.3279305	0.5490129	0.0864517	0.6131561	0.0104339	0.2321249	0.1599151	0.0169599	0.0201196	0.2980906	0.5402992	0.1058239	0.7591753	0.1386482	0.0003229	0.2657475	0.1168550	0.1643675	0.1189577	0.3316422	0.5556896	0.4674064	0.6369563	0.3575678	0.1662065	0.4396424	0.7827353	0.3858196	0.0289731	0.6206530	0.7088441	0.2718236	0.5752272	0.2745551	0.4398526	0.1872859	0.7233073	0.4431803	0.4009381	0.2622395	0.7998871	0.0181878	0.7001510	0.4344878	0.5969541	0.6349666	0.4132811	0.5262136	0.6082326	0.5887963	0.5950596	0.5335363	0.7141872	0.4817881	0.6882695	0.2247912	0.7171657	0.0789270	0.2562621
0.0791129	0.6736780	0.3772800	0.5264230	0.0002587	0.0127154	0.0488769	0.6160801	0.0470463	0.0000777	0.3245996	0.1493815	0.0000814	0.2261234	0.3019866	0.6114522	0.4060567	0.2546584	0.0091339	0.1149743	0.1779468	0.3356759	0.6395620	0.1198836	0.6230699	0.0109409	0.1763044	0.1725103	0.0365178	0.0212423	0.1122322	0.5039222	0.2416429	0.6222895	0.1164978	0.0030288	0.2223357	0.0184502	0.1478371	0.1969069	0.3736271	0.3146183	0.0392929	0.3260459	0.1570600	0.1242178	0.3283227	0.6420660	0.2053195	0.3645078	0.2707205	0.7240017	0.4168620	0.7502538	0.2596299	0.3529240	0.1229113	0.5906334	0.6022313	0.7093389	0.1379247	0.6761376	0.1494830	0.7456602	0.4628972	0.5327911	0.6406670	0.4138988	0.6709269	0.6956458	0.3636598	0.5037045	0.5743311	0.5939091	0.7896541	0.8029705	0.4614905	0.6139906	0.0458112	0.4733555
0.1032937	0.5248875	0.3819334	0.7075547	0.0370873	0.0469389	0.0876917	0.6692793	0.1002450	0.0010397	0.2703020	0.0008370	0.0192819	0.2113392	0.2869265	0.5735906	0.4135732	0.2476854	0.0235754	0.0646253	0.0904839	0.2842275	0.8490796	0.0840840	0.7458781	0.0790594	0.2291037	0.1155265	0.0065864	0.0081852	0.1407698	0.4130944	0.1324572	0.7253870	0.0876236	0.0015868	0.3118207	0.1773548	0.0605920	0.1451419	0.1517971	0.3180096	0.0215248	0.3227257	0.1535172	0.2438005	0.4530731	0.6776487	0.5126908	0.0009968	0.1678249	0.7918378	0.0942675	0.7707328	0.2448169	0.4160480	0.3002115	0.7430183	0.5920546	0.7358001	0.1423027	0.6225651	0.3392769	0.6645859	0.2028328	0.5000668	0.7137616	0.4988084	0.6760594	0.6660135	0.4738495	0.6098550	0.5128592	0.6469351	0.2677344	0.6901768	0.3692428	0.6910952	0.0547590	0.3709573
0.0385999	0.6007177	0.0876609	0.7530409	0.0464979	0.0651810	0.0571715	0.5050291	0.0899721	0.0002150	0.3611620	0.1129906	0.0003571	0.1939777	0.5130642	0.5567630	0.3550017	0.3389599	0.0287545	0.0125678	0.1721662	0.4636015	0.6115855	0.1252488	0.7227603	0.0705460	0.3324489	0.2606237	0.0866027	0.0162113	0.1628165	0.5569099	0.3292291	0.4954912	0.1838859	0.0063489	0.3104571	0.1644503	0.2504670	0.2707806	0.3741633	0.7446602	0.5621215	0.3431082	0.2707138	0.4057745	0.7475016	0.6650125	0.3306451	0.0003121	0.5643205	0.6247640	0.4399078	0.8144506	0.4154988	0.3833976	0.4053752	0.6704665	0.4559973	0.3992507	0.1065282	0.6645651	0.1259376	0.6116079	0.5960688	0.4553952	0.6790575	0.4890701	0.7080386	0.7103593	0.3985232	0.5763824	0.8091456	0.4989182	0.6976044	0.6454112	0.2178684	0.6852163	0.0010865	0.3407513
0.0631455	0.5027617	0.3744140	0.8164794	0.0000141	0.1291180	0.0922624	0.3855847	0.0984749	0.0006680	0.3474220	0.1823646	0.0090406	0.1705668	0.6548915	0.2549452	0.4635356	0.4104192	0.0200390	0.1624435	0.1868559	0.3147080	0.2375981	0.2197706	0.8133651	0.0337568	0.6402451	0.3242123	0.0268346	0.0476688	0.1155600	0.4830213	0.1758537	0.6871737	0.0906921	0.0000429	0.3038272	0.1373029	0.2605492	0.3964930	0.5043805	0.6224728	0.3265685	0.6700276	0.3669100	0.1246927	0.6201077	0.6909361	0.3146004	0.0009639	0.5579516	0.6618752	0.3239551	0.5172135	0.0692317	0.2923301	0.1776779	0.5849294	0.4847595	0.2428848	0.1279641	0.7288979	0.1408459	0.6553090	0.6171474	0.5325028	0.3901265	0.1901677	0.2703764	0.6312934	0.4111243	0.6287975	0.6946492	0.5651640	0.3641766	0.5611504	0.3426429	0.5683907	0.0504037	0.3719525
0.0352876	0.5013370	0.3540156	0.7603044	0.0197072	0.0871171	0.0811410	0.6841680	0.0782791	0.0006724	0.3779217	0.1171152	0.0187503	0.1775037	0.3074246	0.4902640	0.4053252	0.2292962	0.0155514	0.0674504	0.1225767	0.3960499	0.6341385	0.0580664	0.6073312	0.0318166	0.3187943	0.3321268	0.0128071	0.0117906	0.1870712	0.6846421	0.3468244	0.4029457	0.3022837	0.0038352	0.2101321	0.1518358	0.2558739	0.1711129	0.4110232	0.6044826	0.4059109	0.5849490	0.2001720	0.2162445	0.5289956	0.6920401	0.4721452	0.0397302	0.5553260	0.4986050	0.5424965	0.6120862	0.5285909	0.3005402	0.3632513	0.6357800	0.2773955	0.6924627	0.2952222	0.6008757	0.0486340	0.7274518	0.2395202	0.4739887	0.6513965	0.3322964	0.8429665	0.7531704	0.5868864	0.5696868	0.5598345	0.6097704	0.5695011	0.7898313	0.2085438	0.7409127	0.0645592	0.4412245
0.1150800	0.5660369	0.3847335	0.6844003	0.0000073	0.1237563	0.1942361	0.5901529	0.1269691	0.0002190	0.2901820	0.1687011	0.0009285	0.1353544	0.4695970	0.4979356	0.2030159	0.3721700	0.0003692	0.1623564	0.0795470	0.2842719	0.5850438	0.1485906	0.7345559	0.0333952	0.3537972	0.0796154	0.0119967	0.0478550	0.2092951	0.6696908	0.1154142	0.6270392	0.1474999	0.0056159	0.3418266	0.1542511	0.2258184	0.1603623	0.2737607	0.5809339	0.4539417	0.3515681	0.1145839	0.2418294	0.6774859	0.6333549	0.3772856	0.0322560	0.5842917	0.5378890	0.2676618	0.6645392	0.0761802	0.0707537	0.2898832	0.8834710	0.3966752	0.7651855	0.6001375	0.6150651	0.0052683	0.7083581	0.6672253	0.5663733	0.7389721	0.4048349	0.7517095	0.6966046	0.4778353	0.6877942	0.5713798	0.6073979	0.5581364	0.6515314	0.2259323	0.6465011	0.0001822	0.3732425
0.1467634	0.6655297	0.3031967	0.5403712	0.0000760	0.0885216	0.0791575	0.6388933	0.0657578	0.0000987	0.1745143	0.1317470	0.0000875	0.2413404	0.3448220	0.6876128	0.3954848	0.1710004	0.0229026	0.0564495	0.0878864	0.2874726	0.5657490	0.1334244	0.7702854	0.0476615	0.2158643	0.0202643	0.0007973	0.0090156	0.0329189	0.5947753	0.1075709	0.7855009	0.0680641	0.0054792	0.2575971	0.0067140	0.0408726	0.1149848	0.4072037	0.7328747	0.5484490	0.5522419	0.1818569	0.1791435	0.7242962	0.6955265	0.3625901	0.2362164	0.4215654	0.6731837	0.5271653	0.7606730	0.0989589	0.0787379	0.1277104	0.5332304	0.4475322	0.6715021	0.2089443	0.5835717	0.1174620	0.7281286	0.6049389	0.5432533	0.7156104	0.3871059	0.7730454	0.6441483	0.4197306	0.6212400	0.6775137	0.5692479	0.5598765	0.6868263	0.3725616	0.7680049	0.0417378	0.3448130
0.0456992	0.6807993	0.2218377	0.7248983	0.0385985	0.0749026	0.0792101	0.5780383	0.0148472	0.0017498	0.1969134	0.1114689	0.0040218	0.3499959	0.2005214	0.4813588	0.4350525	0.2033748	0.0001178	0.0381083	0.0521278	0.2192869	0.6074637	0.1582012	0.7316716	0.0732284	0.1573016	0.1463950	0.0396624	0.0237936	0.2099065	0.5857871	0.2539434	0.5689759	0.2328397	0.0000800	0.2791156	0.0412485	0.1808902	0.1361163	0.5041392	0.7801974	0.5969598	0.3351725	0.2279021	0.1652633	0.6309245	0.7158512	0.1027499	0.0005416	0.6445430	0.7358950	0.2155065	0.6734403	0.2195475	0.4097076	0.2251159	0.7046803	0.3500240	0.6160452	0.4823348	0.5881282	0.0897169	0.4936980	0.5255729	0.4543544	0.5547322	0.3053564	0.6062358	0.6883042	0.6417521	0.5863464	0.6203129	0.6351054	0.5465612	0.5740204	0.3386191	0.5929532	0.0468883	0.4750329
0.0588671	0.7386545	0.3496887	0.6196643	0.0195809	0.0344762	0.0257778	0.5949977	0.0372185	0.0020313	0.3153347	0.0591185	0.0265589	0.1950337	0.3630668	0.8322704	0.3536566	0.2660019	0.0011144	0.1078613	0.0823314	0.4463399	0.5729060	0.0697489	0.6376905	0.0297951	0.2711857	0.1386896	0.0207306	0.0027472	0.2075080	0.4540514	0.3509207	0.4116405	0.2132776	0.0003622	0.1934115	0.0670837	0.0236685	0.1708250	0.3359084	0.8086434	0.5938105	0.3836226	0.5282237	0.0388635	0.5939668	0.4800065	0.5979458	0.0047726	0.6111984	0.6162413	0.5078815	0.8118056	0.1150870	0.3955087	0.4798360	0.7782009	0.6870878	0.7763203	0.1190823	0.6808958	0.0011279	0.5831811	0.3111300	0.5456651	0.5331356	0.3299310	0.6226911	0.8086475	0.5795315	0.5165850	0.6150493	0.6030986	0.5064057	0.6641555	0.4920505	0.7284524	0.0137712	0.5819721
0.0733703	0.6715186	0.2692567	0.6654101	0.0246688	0.0762012	0.0268796	0.7649347	0.0722268	0.0007557	0.2550337	0.0002920	0.0076171	0.2672839	0.2804616	0.6853899	0.2609725	0.1855824	0.0137416	0.0525227	0.0380226	0.3900076	0.6005404	0.0767425	0.7512289	0.0492674	0.1511873	0.2796462	0.0179365	0.0300228	0.1524813	0.7091677	0.1077642	0.6273639	0.0881843	0.0000240	0.2349232	0.0664393	0.1909852	0.1257469	0.5045453	0.3212651	0.3479817	0.3869426	0.0520183	0.1244926	0.5827656	0.6024158	0.0990017	0.0010784	0.4080800	0.7151509	0.2914966	0.6766616	0.1903066	0.2727993	0.3056390	0.6015627	0.5318559	0.5532778	0.4003063	0.7224957	0.0079915	0.5425000	0.4358285	0.6415222	0.6356595	0.3670378	0.8100492	0.8293252	0.5653441	0.8216836	0.6378426	0.5333047	0.4197332	0.7823589	0.5810767	0.7687594	0.0460732	0.4931965
0.0865719	0.7268930	0.1928770	0.6048867	0.0324381	0.0458187	0.0232735	0.7426066	0.0406979	0.0002208	0.3343440	0.0102718	0.0000366	0.2562941	0.2610091	0.5225815	0.1443430	0.1924722	0.0233735	0.1128402	0.1294689	0.2670213	0.6108181	0.1281076	0.6385538	0.0272420	0.2979286	0.2745575	0.0123542	0.0404184	0.1741089	0.4799246	0.0868437	0.5543231	0.1877460	0.0001567	0.2410067	0.0164513	0.1220357	0.1144228	0.3107994	0.6071886	0.5921091	0.4087922	0.4713056	0.2385238	0.5723851	0.5825135	0.8309023	0.0306792	0.4755767	0.6275786	0.5692732	0.8466765	0.1793256	0.3067286	0.3499723	0.6613622	0.4316009	0.6355378	0.0821482	0.7403272	0.2422123	0.5921122	0.5180942	0.4679688	0.7691064	0.4409182	0.6337952	0.5420587	0.5386090	0.5576067	0.6408876	0.5769148	0.5846165	0.7592606	0.2852652	0.5795244	0.0366802	0.3852571
0.0953772	0.4853494	0.6100055	0.7123381	0.0362573	0.2791020	0.2243536	0.4691126	0.1552472	0.0001141	0.4014409	0.0001837	0.0074838	0.2598368	0.5264910	0.2899190	0.3919008	0.3182199	0.0402786	0.0306870	0.2283998	0.3680829	0.5889014	0.2648475	0.6775051	0.0977297	0.6217715	0.3286644	0.0831815	0.0445485	0.3898300	0.4356821	0.4486202	0.4960464	0.2623810	0.0049335	0.2007372	0.0400752	0.2325378	0.4969604	0.3596751	0.8123034	0.4446659	0.3943649	0.3334727	0.3860260	0.4240760	0.5846660	0.3499517	0.0004081	0.6061523	0.6359022	0.1226339	0.5729318	0.0628535	0.1252356	0.2019693	0.3682425	0.4585982	0.4708669	0.1256614	0.6094684	0.0804388	0.5236717	0.5165503	0.5032349	0.5345762	0.3742779	0.5335409	0.6016641	0.3495057	0.4628320	0.6122513	0.5467212	0.6287886	0.6948017	0.1579662	0.6570370	0.0475165	0.6702172
0.0769334	0.6878480	0.1172564	0.6672301	0.0009577	0.0424993	0.0261446	0.6499933	0.0779409	0.0003714	0.3240928	0.1113218	0.0075200	0.2282016	0.2953948	0.7611006	0.3570444	0.2017941	0.0442158	0.0044590	0.0896503	0.3746058	0.5952053	0.1345210	0.7319671	0.0136845	0.1293022	0.1384159	0.0169964	0.0298020	0.1256553	0.6717696	0.3971361	0.4671380	0.1946470	0.0012870	0.2556315	0.0018496	0.0859123	0.1523501	0.5081993	0.5564694	0.3224321	0.5262765	0.1391547	0.1050848	0.5610335	0.7428963	0.0850183	0.1574534	0.4451826	0.6709432	0.3486565	0.7376208	0.3014534	0.3205292	0.1556646	0.8773899	0.3302223	0.6422593	0.2387921	0.6259388	0.1750515	0.5392597	0.4754052	0.5363428	0.6784645	0.3041122	0.7459141	0.7200464	0.5928231	0.6107402	0.6534080	0.7590862	0.4936142	0.7743578	0.3378346	0.6252672	0.0248464	0.6418090
0.0949740	0.6880316	0.2228327	0.5859792	0.0000423	0.0425901	0.0610047	0.4738333	0.0509462	0.0018174	0.4136685	0.0788651	0.0182180	0.2925182	0.5956131	0.3814477	0.3302929	0.4520185	0.0323636	0.1342412	0.1896680	0.4655310	0.5565486	0.2445825	0.6695119	0.0787216	0.5637305	0.3903730	0.0637243	0.0381696	0.2303737	0.5555601	0.2418899	0.5522505	0.2394208	0.0003368	0.3409297	0.0189169	0.2106202	0.1637267	0.2563703	0.5074920	0.1689915	0.2674116	0.2078614	0.0686999	0.5776846	0.6661654	0.3546187	0.2847198	0.3842103	0.7607375	0.3663184	0.6832259	0.0699586	0.1518478	0.2556649	0.6430270	0.5223784	0.6868209	0.1876117	0.6516570	0.0003316	0.7546488	0.6355392	0.5734230	0.7299107	0.3647075	0.4693374	0.7348874	0.4562986	0.4553266	0.6247668	0.6007796	0.3794859	0.6900900	0.5405668	0.6694175	0.0004893	0.3627289
0.0371011	0.7169452	0.1014676	0.7244750	0.0517070	0.0473992	0.0174061	0.7161563	0.0915664	0.0000386	0.2898980	0.0023694	0.0039796	0.1724867	0.3371243	0.5807303	0.2750292	0.1766110	0.0036447	0.1307971	0.0906333	0.2424189	0.6103601	0.1718033	0.7725871	0.0360887	0.1820340	0.1457412	0.0080703	0.0299772	0.1720679	0.5616035	0.1354739	0.9929199	0.1294434	0.0010564	0.3261216	0.1543354	0.1557308	0.1520097	0.4713992	0.8134359	0.4049233	0.4971194	0.2042563	0.1017714	0.5871208	0.7898063	0.3543500	0.0004866	0.6696955	0.6841481	0.3327491	0.7030434	0.0973222	0.3684622	0.3144379	0.5636380	0.3875924	0.3749282	0.3643300	0.6202380	0.0004750	0.6817003	0.3388422	0.4661922	0.7113545	0.3557940	0.8050529	0.5776302	0.6802303	0.4904805	0.5515963	0.4823003	0.4767227	0.6783876	0.4743200	0.7102023	0.0031362	0.2355646
0.1200709	0.6669646	0.3085470	0.7658472	0.0003031	0.1126596	0.0556605	0.4976941	0.0515129	0.0012943	0.3902050	0.1910072	0.0109645	0.2913721	0.3930618	0.4795030	0.3809161	0.3851156	0.0000240	0.1698978	0.2457759	0.4523390	0.4662423	0.0773252	0.7234712	0.0618394	0.6457899	0.1296215	0.0742147	0.0429754	0.2094995	0.6615180	0.1311221	0.6373477	0.1224927	0.0009191	0.3445813	0.0654928	0.0118916	0.4470688	0.2006466	0.4422882	0.3812915	0.3400834	0.1168851	0.2387504	0.5763802	0.6874244	0.4504446	0.0040960	0.3020694	0.6671948	0.2428294	0.6967654	0.4921845	0.3328536	0.0849914	0.8779255	0.3265332	0.7435170	0.4917480	0.5290866	0.0629670	0.6765449	0.6092815	0.5914441	0.6628204	0.3588511	0.6633187	0.6402518	0.7668598	0.6063214	0.6391369	0.5392497	0.3726232	0.5959985	0.2682968	0.5922273	0.0002272	0.3401210
0.0554990	0.6924490	0.3719028	0.4810851	0.0277640	0.0969613	0.2357684	0.9411454	0.0595178	0.0000668	0.3089229	0.2058156	0.0056915	0.3572889	0.2379076	0.7372669	0.3863336	0.1815150	0.0038343	0.1173508	0.1610372	0.2902009	0.3945803	0.0842559	0.8092625	0.0073290	0.1858049	0.0860969	0.0138451	0.0070402	0.0605122	0.6794535	0.1596721	0.6462090	0.1485888	0.0008041	0.1450778	0.0765745	0.0617346	0.1078657	0.3139413	0.6819317	0.5111866	0.5774230	0.6005168	0.3477792	0.6979773	0.8226782	0.6273894	0.3118023	0.5995758	0.5996109	0.6069143	0.6969449	0.0944247	0.3967949	0.3046921	0.4026086	0.2430239	0.6268150	0.0308322	0.8723939	0.0047963	0.5486345	0.5853875	0.5179295	0.6063778	0.4318669	0.8221895	0.6183554	0.6361055	0.6205125	0.6253981	0.4518313	0.6010932	0.6797384	0.2638708	0.8175425	0.0000965	0.4674999
0.1189683	0.5280520	0.2991429	0.6349881	0.0189261	0.0679890	0.1140266	0.4339581	0.1270395	0.0007560	0.2940827	0.1533380	0.0238039	0.2792841	0.3888732	0.5471931	0.4459975	0.1577116	0.0087889	0.2030542	0.2231854	0.4045512	0.4562553	0.1154897	0.7693289	0.0119602	0.3611285	0.2255976	0.0282662	0.0186002	0.1142540	0.4489170	0.2014530	0.7201272	0.1222053	0.0003605	0.1581755	0.1150450	0.2145842	0.3506967	0.4774636	0.6776829	0.4989136	0.3370482	0.3340624	0.2883174	0.5884368	0.6662304	0.5249888	0.2458546	0.5006157	0.8192915	0.2554300	0.7905659	0.3871410	0.1198664	0.1698641	0.6089210	0.4483017	0.6200605	0.4259855	0.7218382	0.3238917	0.6428403	0.2310289	0.6672863	0.6276468	0.3519665	0.7202201	0.8340257	0.5336869	0.7012996	0.7655241	0.7741370	0.4620881	0.7793764	0.3783157	0.6372816	0.0007615	0.6422994
0.0649868	0.7072526	0.1771327	0.5937783	0.0192958	0.0685887	0.0481418	0.4986403	0.0352876	0.0058412	0.3362823	0.0000388	0.0097688	0.2599278	0.5553389	0.5200948	0.3738245	0.3268543	0.0322049	0.0264165	0.1394379	0.3053293	0.5955790	0.1173819	0.6747885	0.0514773	0.3900714	0.3968108	0.0213278	0.0088906	0.1532668	0.6226672	0.1825087	0.6002382	0.0950178	0.0009377	0.3644276	0.1299482	0.2102623	0.1171127	0.7423957	0.7668213	0.4586825	0.4937806	0.2244968	0.2453676	0.7273651	0.6510412	0.5932870	0.3387068	0.6409782	0.4195235	0.2495383	0.5598440	0.3406888	0.3938069	0.4474807	0.5879012	0.3346516	0.7785408	0.2630094	0.6636704	0.0049462	0.5668725	0.6887812	0.7055169	0.4525502	0.5681420	0.6747511	0.7347063	0.4401895	0.5606630	0.6855305	0.5387650	0.4919103	0.7492137	0.1617984	0.7502239	0.0368858	0.4023964
0.0101246	0.7167038	0.3069042	0.7427549	0.0000313	0.0577225	0.0290965	0.7745401	0.0281889	0.0023130	0.3874316	0.0007145	0.0006157	0.3234218	0.1856594	0.6412731	0.4723764	0.2067645	0.0346106	0.0983503	0.0888002	0.3445227	0.4357242	0.1361150	0.5374553	0.0093116	0.2372701	0.2200900	0.0031241	0.0126655	0.1471926	0.5186585	0.0982410	0.7246594	0.1096355	0.0056751	0.2439954	0.0525006	0.0733493	0.0933949	0.4820813	0.7051990	0.6595811	0.7110947	0.3833037	0.0895092	0.5751764	0.2893457	0.5889896	0.2210845	0.5037940	0.6351524	0.4497111	0.7860472	0.3043973	0.3856608	0.4617208	0.4677203	0.5778593	0.4021128	0.1024505	0.7350764	0.4225200	0.5689178	0.5631529	0.5750282	0.7997270	0.5120509	0.6629518	0.7569339	0.5562693	0.5312960	0.6283299	0.6435778	0.5909302	0.6142713	0.2256681	0.6631305	0.0006699	0.4314631
0.0174164	0.6838004	0.2818375	0.6041940	0.0024476	0.0419164	0.0418676	0.6113240	0.0753901	0.0000256	0.1415188	0.1603123	0.0149323	0.2944103	0.3860788	0.4282997	0.3642755	0.2304142	0.0085503	0.1295370	0.0414480	0.4106069	0.2572051	0.1894697	0.7652618	0.0260254	0.1083720	0.2951568	0.0146675	0.0114931	0.1199077	0.6270160	0.1301685	0.6553182	0.1093755	0.0000039	0.2262680	0.0737449	0.1701543	0.1375591	0.3150591	0.7627660	0.4563200	0.6406361	0.2402054	0.0971016	0.5582497	0.6971039	0.4436523	0.1521723	0.5907345	0.5529472	0.4750080	0.5799961	0.3594496	0.4039914	0.4001137	0.8081357	0.4491573	0.5033753	0.0169587	0.6655355	0.0037727	0.7217177	0.5438804	0.4836620	0.7102985	0.4701750	0.5967724	0.5736169	0.7027223	0.6139323	0.6144242	0.4542906	0.4760732	0.7570769	0.3789155	0.6805321	0.0001166	0.3923415
0.1035474	0.6474448	0.1630712	0.4406713	0.0000048	0.0691438	0.0904532	0.5903363	0.0141204	0.0006956	0.2547856	0.1370464	0.0106629	0.2203089	0.4886965	0.6560820	0.3923977	0.2679825	0.0020173	0.0327942	0.1338260	0.4819205	0.4934739	0.1579962	0.6864032	0.0351506	0.2012676	0.1828845	0.0188530	0.0216688	0.1971604	0.5145606	0.1159266	0.6231990	0.0584949	0.0054202	0.3000725	0.1120321	0.0505296	0.1647846	0.6755342	0.7093977	0.4806181	0.3675009	0.3480776	0.3875888	0.3621019	0.7152214	0.6416328	0.2952347	0.6482352	0.5153860	0.3422422	0.7194639	0.2331384	0.2148793	0.3428317	0.6327832	0.3338169	0.6654430	0.1227218	0.6231627	0.0044498	0.4540083	0.3801617	0.4409151	0.6394601	0.3400702	0.6302221	0.5835354	0.6262857	0.6645359	0.5546918	0.4842646	0.3814606	0.5777082	0.2280140	0.5990617	0.0439263	0.1981719
0.0723286	0.7041436	0.2900004	0.6800902	0.0072728	0.0430063	0.0384547	0.6489753	0.0384233	0.0002269	0.3038651	0.1194872	0.0001258	0.2526187	0.3804077	0.5818109	0.3820855	0.3280102	0.0039370	0.1144563	0.1351676	0.3949043	0.6097078	0.0793910	0.6858613	0.1044763	0.2145509	0.2451721	0.0535768	0.0320514	0.1672600	0.6164711	0.1610166	0.6932395	0.0900873	0.0003195	0.3280256	0.0762691	0.1541113	0.0819850	0.4216669	0.7312294	0.4092329	0.4737764	0.1257221	0.3762127	0.6811607	0.6878543	0.3728455	0.1069544	0.6602178	0.7714341	0.3954962	0.5981513	0.2512983	0.3356096	0.1563254	0.5805369	0.4420903	0.5488181	0.2310398	0.6898288	0.0020019	0.5662827	0.4887297	0.4220522	0.7288969	0.4859204	0.6417748	0.8262563	0.6704637	0.6006119	0.4956356	0.6374179	0.4506386	0.6346020	0.3171903	0.7144648	0.0002590	0.4576700
0.0609573	0.7548161	0.3114586	0.7198073	0.0185359	0.0775829	0.0621081	0.6701288	0.0431866	0.0009509	0.2752611	0.1406774	0.0000318	0.2192253	0.3643599	0.6051390	0.2174818	0.1968559	0.0160299	0.1680263	0.0916109	0.2896577	0.1984699	0.1061684	0.6960222	0.0633994	0.2701848	0.1591155	0.0586373	0.0148624	0.1507736	0.6671009	0.1346530	0.7502195	0.0816822	0.0001704	0.2273713	0.0745195	0.1640822	0.0982392	0.5034187	0.4895965	0.1686328	0.3936566	0.3013797	0.1594870	0.6429041	0.6175695	0.3353802	0.0029020	0.3595778	0.7212583	0.4885445	0.5959821	0.2372512	0.3387370	0.3476536	0.7121323	0.4396181	0.2066933	0.4994787	0.6697743	0.0000868	0.8277877	0.3081938	0.6433441	0.6566534	0.4800934	0.5099227	0.6490072	0.5339514	0.6915192	0.6236031	0.5359433	0.6266654	0.6955092	0.4582447	0.6709736	0.0498400	0.4237577
0.0422404	0.7263824	0.1726856	0.6956579	0.0001168	0.0316236	0.0363107	0.6847151	0.0368858	0.0003755	0.2753270	0.0525862	0.0093824	0.1464828	0.2628645	0.5161605	0.3660178	0.3295151	0.0001255	0.1666517	0.0007412	0.3294775	0.4585487	0.1076993	0.7232532	0.0485984	0.2328508	0.2915284	0.0166994	0.0060626	0.2229212	0.6230914	0.1887592	0.7180636	0.0895200	0.0005854	0.2282180	0.0315340	0.1799668	0.1488655	0.5571849	0.5133502	0.5087974	0.3162468	0.5277656	0.0523703	0.4985593	0.3553798	0.5577210	0.1467694	0.2710946	0.6517219	0.2310118	0.7116053	0.1891052	0.1281871	0.2858189	0.5237180	0.4890084	0.7867624	0.0976390	0.6356572	0.0096900	0.8024781	0.5022886	0.6618921	0.6255164	0.4819786	0.7797820	0.7029820	0.5763562	0.6449725	0.6119360	0.5442733	0.5296876	0.6321917	0.2948110	0.6350351	0.0007594	0.3327401
0.0635505	0.5272599	0.1852415	0.6354751	0.0185652	0.1435139	0.3058272	0.4659517	0.1342389	0.0033519	0.5110004	0.2129159	0.0023693	0.2718462	0.5311151	0.5593764	0.2876460	0.3079726	0.0000421	0.1449489	0.3350388	0.4361173	0.5610577	0.1407905	0.7627008	0.0905717	0.6730864	0.2982378	0.0638011	0.0679765	0.2453529	0.4358222	0.1361348	0.6083345	0.2034397	0.0030682	0.4704367	0.2059083	0.3599970	0.3651176	0.3235594	0.6813276	0.2776445	0.4266068	0.1830757	0.5790163	0.6334425	0.7418497	0.3476243	0.0050314	0.5285143	0.2333408	0.3781026	0.6198981	0.4388552	0.6195990	0.7341337	0.3333274	0.2192962	0.5602848	0.1842068	0.6852931	0.1816016	0.4085094	0.6400752	0.7009386	0.6323897	0.3524300	0.6343627	0.7175410	0.5127819	0.5048315	0.5193728	0.4975979	0.4071386	0.7145837	0.1766861	0.6861796	0.0015945	0.3889291
0.1003388	0.6254706	0.4560725	0.9104459	0.0120966	0.1365729	0.0762451	0.5646823	0.1669490	0.0019744	0.4444682	0.1919979	0.0145192	0.3505515	0.6543763	0.4537661	0.1272608	0.1000589	0.0003608	0.1887316	0.1906559	0.3532372	0.4860221	0.2026626	0.6588325	0.0724874	0.2045544	0.3875198	0.0232911	0.0660600	0.2231382	0.5341280	0.1509349	0.7383164	0.0701353	0.0011112	0.3545800	0.2201688	0.2633134	0.3989512	0.3664483	0.7016216	0.4747827	0.6092858	0.4535965	0.1463346	0.1622061	0.7432916	0.3913048	0.0018244	0.5389413	0.6390368	0.4460231	0.6709881	0.1300442	0.5342887	0.2561433	0.8148473	0.3324349	0.7166122	0.0913386	0.6496659	0.2698298	0.7455374	0.4884265	0.5843425	0.7407034	0.4485315	0.7292196	0.6947628	0.6390664	0.5844246	0.6093132	0.7046296	0.3501469	0.6652172	0.4819823	0.7556483	0.0291827	0.3229482
