"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
150	0.8865804	0.5045228	0.6810806	0.7968214	0.6650343	0.4408759	0.0618487	0.0015947	0.5759472	0.0755082	0.3529259	0.2951884	0.8056053	0.4438613	0.4978298	0.6949699	0.7772141	0.5817447	0.7716823	0.3239903	0.7380836	0.6773531	0.6795192	0.0040813	0.4133971	0.1304263	0.6625164	0.2079288	0.6947626	0.0100656	0.0157933	0.3917946	0.0088405	0.4061126	0.6418251	0.3958992	0.6568347	0.7170302	0.8116046	0.5604309	0.5211052	0.7619120	0.6576772	0.6437772	0.3739630	0.0000446	0.6764133	0.0442769	0.0695176	0.0669769
200	0.6137229	0.4249687	0.6491723	0.6450140	0.6218793	0.3857305	0.0924023	0.0016430	0.4792156	0.0913784	0.4087245	0.4142025	0.7763490	0.4216463	0.5755866	0.6333024	0.6685308	0.5947313	0.6635249	0.3267770	0.7326099	0.6518254	0.7661979	0.0141513	0.4436486	0.1686377	0.6929108	0.2144967	0.7498618	0.0098286	0.0208059	0.4357556	0.0156528	0.5136607	0.8227450	0.3006866	0.7229650	0.7908019	0.6779112	0.5294565	0.5004777	0.6684448	0.6368466	0.5031598	0.4709967	0.0000538	0.7430845	0.0534901	0.1170672	0.0910508
250	0.6178878	0.4368386	0.5911798	0.8021850	0.7576794	0.4914995	0.0808260	0.0033849	0.5858844	0.1449314	0.3000184	0.3544472	0.8108220	0.4311951	0.6327000	0.6971937	0.6765937	0.6466225	0.6233000	0.3547273	0.7935068	0.7250368	0.7638256	0.0049916	0.3375204	0.1229577	0.6635912	0.2049144	0.6810651	0.0154040	0.0257066	0.4130142	0.0062509	0.5100141	0.8553528	0.2942159	0.5415050	0.8048255	0.6827705	0.5058572	0.5285350	0.7811390	0.7585709	0.5061896	0.4446762	0.0007384	0.8252133	0.0361513	0.1043448	0.0522114
300	0.7848340	0.4303565	0.6887153	0.6875173	0.6821265	0.4203683	0.0822277	0.0119833	0.6731803	0.1199604	0.2979621	0.3418564	0.6632281	0.3553374	0.5157171	0.7228187	0.5316922	0.6552671	0.7199008	0.2477107	0.8314476	0.6594845	0.6316565	0.0023260	0.4296770	0.0820369	0.7110130	0.1995923	0.6539600	0.0098485	0.0230637	0.4902243	0.0055851	0.4391533	0.7330776	0.2516368	0.7739073	0.7904673	0.9373415	0.4913979	0.4954087	0.8619676	0.8368058	0.5763012	0.4994771	0.0002787	0.6658022	0.0428386	0.0634551	0.0854377
350	0.8064450	0.4317747	0.5803979	0.6214620	0.7759430	0.4027555	0.0735284	0.0048823	0.5297526	0.0859402	0.4232258	0.2794454	0.6421023	0.3617192	0.5422076	0.7234178	0.5291085	0.6362294	0.7223937	0.2694267	0.7875397	0.6422631	0.7450583	0.0013550	0.3984647	0.0969337	0.6524247	0.2754511	0.7337095	0.0257367	0.0192844	0.3819796	0.0032103	0.4126705	0.6831921	0.3016566	0.7132982	0.6925910	0.7233663	0.5850989	0.5889226	0.6953626	0.6142348	0.4763527	0.5303281	0.0000054	0.7454054	0.0305933	0.0526973	0.0665870
400	0.7833311	0.4292230	0.6522953	0.6201353	0.7831493	0.4300972	0.0918513	0.0003759	0.5563411	0.1024920	0.4843136	0.3164230	0.8052785	0.4348427	0.6351529	0.7065916	0.6007415	0.6651648	0.8502727	0.2835318	0.6566641	0.5585170	0.6598166	0.0002166	0.4581008	0.0624533	0.8634603	0.1536492	0.7754553	0.0079953	0.0156790	0.3757790	0.0025922	0.4569634	0.7761039	0.4025466	0.7261754	0.7593632	0.6991249	0.4571622	0.5422313	0.7786357	0.7957440	0.7217814	0.4656834	0.0000000	0.7342754	0.0149999	0.0632982	0.0497723
450	0.7698056	0.6333221	0.6281461	0.7361389	0.6493190	0.3975321	0.1282916	0.0004412	0.5376054	0.1622063	0.3390164	0.3666489	0.6888463	0.4374132	0.6552800	0.6907333	0.5711515	0.7236304	0.7077507	0.2839669	0.7905627	0.6063669	0.6839983	0.0002139	0.4922970	0.0636556	0.7593216	0.2529579	0.7572250	0.0060411	0.0406092	0.4695347	0.0096606	0.4161901	0.6938338	0.3769270	0.6924161	0.6881738	0.7436537	0.4435393	0.4733122	0.6946566	0.6776395	0.5270201	0.5295935	0.0001056	0.6366328	0.0272345	0.0746776	0.0553905
500	0.6514113	0.4761116	0.6317031	0.6165999	0.7574347	0.4440379	0.1168913	0.0023638	0.5533765	0.1572057	0.3633701	0.2941032	0.7396516	0.3399538	0.5343729	0.6570562	0.6005532	0.5493167	0.6432804	0.3181141	0.7079971	0.5114633	0.8628302	0.0004928	0.4166567	0.1307861	0.7906726	0.1562797	0.7543745	0.0188024	0.0356888	0.3548884	0.0285689	0.5183235	0.7570277	0.2956627	0.7777716	0.7290164	0.7329260	0.4709318	0.6909520	0.6311254	0.5977376	0.4922420	0.4486117	0.0004496	0.7751636	0.0162151	0.0767044	0.0449312
550	0.7156951	0.4459109	0.7162804	0.7178732	0.6603310	0.4770767	0.1419325	0.0302583	0.4450554	0.1320504	0.4150318	0.3509057	0.7737845	0.3230344	0.4475444	0.8023475	0.6659499	0.5002646	0.6635545	0.3898876	0.7737593	0.5793810	0.8268822	0.0281784	0.3233825	0.1088238	0.8410353	0.1863688	0.7055342	0.0116675	0.0242376	0.4744896	0.0877648	0.4285911	0.7413802	0.4451266	0.8220867	0.6363065	0.8068512	0.2729883	0.6251313	0.8941851	0.7121227	0.4231499	0.5670156	0.0170758	0.5776945	0.1994678	0.2794546	0.1746104
600	0.7492655	0.4982280	0.6275464	0.7263177	0.6678203	0.3558833	0.1234129	0.1089894	0.5446176	0.1133267	0.3509110	0.2705315	0.6370210	0.3328961	0.5084167	0.7842747	0.7105246	0.6371021	0.7293981	0.3227770	0.6551655	0.5840993	0.6882147	0.0388379	0.2718801	0.0824671	0.7323416	0.2055985	0.7580524	0.0207942	0.0221613	0.4817058	0.1331448	0.3032205	0.7786133	0.4521388	0.6363515	0.6579378	0.7223280	0.1732331	0.4325667	0.6477027	0.7094031	0.4937920	0.3762417	0.0040889	0.7167893	0.3561990	0.2902842	0.1728660
650	0.7178275	0.3931234	0.6255165	0.7129277	0.6872697	0.3341177	0.0995536	0.0460142	0.5501919	0.1028618	0.4370802	0.2426922	0.6616084	0.3197313	0.4032799	0.6609202	0.8470340	0.7262951	0.6798072	0.3025374	0.6610121	0.6039653	0.6741938	0.0615793	0.2024044	0.0975719	0.8363023	0.2205355	0.5740966	0.0208464	0.0207729	0.4358942	0.0854669	0.3349508	0.6827272	0.5485025	0.7158352	0.6436147	0.8141534	0.2060195	0.4771257	0.6293855	0.6035704	0.4728313	0.4825318	0.0117692	0.6786861	0.3361774	0.3634026	0.2769146
700	0.6654225	0.4314618	0.5430537	0.8230889	0.6735141	0.3642328	0.1386491	0.0671674	0.4717727	0.0695305	0.3294218	0.3069223	0.8035668	0.3460345	0.5906336	0.7000458	0.6325773	0.7289033	0.6795582	0.2496519	0.6864174	0.8113359	0.8140483	0.0283438	0.1686965	0.0838568	0.6368667	0.2220722	0.6620917	0.0129700	0.0333478	0.3812063	0.0990256	0.4251838	0.8933656	0.3622019	0.8069330	0.6934406	0.6908667	0.2320710	0.4874982	0.7168011	0.5369903	0.4597183	0.3726718	0.0246681	0.6983712	0.3696521	0.3254088	0.2962177
750	0.6565837	0.5387627	0.5296753	0.8127115	0.6622182	0.4391596	0.0768052	0.0539470	0.5869196	0.1155124	0.3659738	0.3671247	0.6392299	0.3452053	0.5765222	0.6163659	0.7352538	0.6644315	0.8113181	0.3439869	0.6063696	0.7578639	0.8168095	0.0448845	0.2218593	0.0808443	0.8117202	0.2427541	0.5558897	0.0179024	0.0250952	0.5158063	0.1082837	0.4769850	0.7312947	0.4319485	0.6523227	0.8360005	0.7572855	0.2744409	0.6306427	0.6725515	0.6396579	0.4669232	0.4146340	0.0220497	0.6869077	0.4424104	0.5042631	0.1545209
800	0.7186526	0.4850806	0.6837393	0.8194841	0.7088588	0.4371827	0.1040359	0.1255218	0.3877579	0.1731965	0.4467949	0.3109036	0.8396968	0.3360493	0.4351117	0.7446402	0.6453026	0.7010031	0.6593725	0.3710166	0.7505543	0.6398436	0.7980246	0.1111324	0.1558242	0.1134131	0.6530864	0.2640830	0.6939970	0.0123154	0.0532983	0.3976402	0.0805386	0.3169786	0.5683557	0.4179570	0.5966551	0.6545336	0.8039425	0.1694526	0.6157636	0.7183948	0.6527424	0.6271723	0.4746285	0.0168414	0.8018821	0.3595059	0.4008186	0.2005391
850	0.7351518	0.4471521	0.7303645	0.6694143	0.7148974	0.3724946	0.1856175	0.0816616	0.4788327	0.1355604	0.3077523	0.3691822	0.6066169	0.4247360	0.5360671	0.6065952	0.6264784	0.6847033	0.5776217	0.2926323	0.6406655	0.6718228	0.6932762	0.0333468	0.1358231	0.0913238	0.6724018	0.1757953	0.5555195	0.0177550	0.0094329	0.4343996	0.0990711	0.3096261	0.7556376	0.4478758	0.6693823	0.7430174	0.7238333	0.2425879	0.4795971	0.6216865	0.7086920	0.4081086	0.5087064	0.0236949	0.7021445	0.3893228	0.3910273	0.2168527
900	0.7748907	0.3537295	0.5146384	0.6556428	0.5816460	0.3119787	0.1902009	0.0838470	0.4696732	0.1512900	0.3745528	0.4191852	0.5918658	0.4550431	0.5142387	0.6739330	0.6888361	0.7166085	0.7552654	0.3419588	0.6624319	0.6101336	0.6883673	0.0243454	0.1966498	0.1308705	0.6405205	0.1333782	0.6265195	0.0253698	0.0303458	0.4802108	0.0702949	0.5242763	0.7295458	0.3714871	0.8816846	0.8467737	0.6219801	0.1619064	0.5246920	0.7006732	0.7173052	0.5312881	0.4037248	0.0130671	0.6631996	0.4025023	0.4997018	0.1432323
950	0.8492024	0.4133503	0.6297983	0.6206630	0.7231927	0.3474627	0.2004283	0.0508486	0.5181937	0.0947416	0.3043705	0.3660228	0.7331631	0.3894271	0.3943742	0.6639861	0.8019426	0.7016205	0.8504406	0.3122307	0.8217733	0.5757669	0.7158629	0.0252619	0.1496712	0.1069239	0.7280394	0.1886336	0.7401761	0.0089742	0.0403638	0.4484389	0.0519637	0.4471188	0.6860404	0.4181494	0.7159170	0.7881393	0.7883559	0.1998554	0.5280754	0.7201235	0.6838244	0.4999398	0.5022253	0.0219250	0.8580295	0.3996056	0.3185835	0.2145605
1000	0.7920931	0.4772738	0.6978414	0.6729129	0.6474025	0.3915545	0.1826157	0.0975541	0.4479619	0.0866357	0.3545840	0.4334399	0.7549125	0.3954548	0.4875529	0.8419318	0.6536595	0.7003732	0.6267917	0.2626754	0.8682873	0.5490736	0.7763232	0.0409450	0.2257585	0.0845418	0.4552964	0.1449820	0.6622070	0.0137100	0.0350026	0.5067081	0.0694653	0.3459339	0.7731116	0.5611799	0.6836041	0.7629426	0.6215220	0.1718864	0.5333455	0.7277143	0.5580657	0.4425493	0.5047379	0.0161747	0.6993601	0.4363493	0.3144171	0.1920785

0	0.7787387	0.4836107	0.5723652	0.8191519	0.7685291	0.3843764	0.1519537	0.1116373	0.6366316	0.1741994	0.3741138	0.3769037	0.6825826	0.4032893	0.4351325	0.8323759	0.7024688	0.7249355	0.6365692	0.3520886	0.7005885	0.6379191	0.7941545	0.0254963	0.1679109	0.1355589	0.5881800	0.1574420	0.5494791	0.0084464	0.0203849	0.5697052	0.1152263	0.3222377	0.7446384	0.4776558	0.5888507	0.8249988	0.8147515	0.1766135	0.5566988	0.7297439	0.6315160	0.6333694	0.4839036	0.0100021	0.6912248	0.2902749	0.3327633	0.2347430
50	0.7487240	0.5988800	0.7195827	0.6056641	0.4201531	0.3858352	0.1960746	0.0939623	0.6727305	0.1761657	0.2778672	0.2605106	0.7019371	0.4103348	0.4005469	0.5951576	0.6999392	0.7503152	0.6429605	0.1169705	0.8297840	0.6473858	0.4034166	0.0544530	0.1199891	0.0711787	0.4489112	0.2183209	0.6033106	0.2865800	0.0298896	0.3719943	0.0654571	0.2256888	0.8001963	0.4572887	0.7559056	0.6371646	0.8169441	0.1535003	0.5805452	0.5289843	0.7511768	0.5720113	0.4193593	0.0121129	0.6634511	0.1118732	0.3862594	0.3079200
100	0.6646610	0.4793211	0.6391996	0.6495655	0.4173069	0.3742709	0.1531542	0.0798283	0.5400683	0.3195668	0.3904157	0.2568448	0.7121726	0.3022929	0.5259347	0.6901499	0.6923211	0.7500495	0.7650098	0.0368948	0.7021986	0.6763054	0.3716251	0.0287832	0.1667909	0.0938544	0.3045566	0.1688348	0.7299916	0.3414460	0.0458323	0.4747802	0.0356900	0.1383664	0.7339213	0.4074709	0.6353382	0.6759482	0.6374147	0.2132957	0.5325778	0.4193968	0.5299717	0.5396555	0.4851427	0.0060526	0.8563037	0.0440703	0.4377266	0.2963598
150	0.6287330	0.3997048	0.7783176	0.5681065	0.3937479	0.3555606	0.1477538	0.1071501	0.6008311	0.4414058	0.4842491	0.2237568	0.8752357	0.3312807	0.4764409	0.7760393	0.5603361	0.6668050	0.7514381	0.0322274	0.6306378	0.7638986	0.3146702	0.0722891	0.1517872	0.1740371	0.3302969	0.2080325	0.7051063	0.4026262	0.0337323	0.3762143	0.0855223	0.0830488	0.7287848	0.2778821	0.5648730	0.6996441	0.6630341	0.2024643	0.3924111	0.4105862	0.6918923	0.4508107	0.4616417	0.0084491	0.6861155	0.0098904	0.3178613	0.2940129
200	0.6135188	0.4541506	0.7374171	0.7527203	0.4612929	0.3990247	0.1519286	0.0952862	0.6292931	0.5100276	0.3230229	0.2209423	0.7507053	0.2565037	0.5809674	0.7486789	0.7604973	0.7543566	0.4956367	0.0090375	0.5548924	0.6611691	0.2863383	0.0548720	0.1393004	0.1773902	0.2317447	0.2275227	0.6943661	0.4959132	0.0479387	0.3881107	0.0588992	0.1040144	0.7732787	0.2589294	0.7291343	0.6942437	0.8250820	0.1841501	0.3547138	0.4372558	0.6540447	0.4960148	0.4302967	0.0086314	0.7788622	0.0129638	0.5402115	0.3429614
250	0.7393709	0.4007541	0.7490679	0.5665515	0.4928180	0.2832527	0.1454049	0.0649591	0.4836656	0.4902269	0.3869348	0.2629955	0.6608489	0.2331841	0.5595545	0.6422015	0.7676637	0.8655420	0.7373880	0.0085008	0.5549612	0.6510465	0.4095622	0.0239020	0.1970563	0.1412543	0.2526905	0.1716872	0.6780885	0.4500197	0.0336778	0.4180046	0.1109494	0.1030499	0.8796276	0.3259912	0.6930396	0.7236746	0.6983387	0.2862637	0.4462329	0.4651912	0.7865299	0.6720193	0.4508136	0.0197399	0.7442025	0.0377979	0.3809290	0.2945395
300	0.7920364	0.4056395	0.7797496	0.8820278	0.4230270	0.4554259	0.1541753	0.1020814	0.4692509	0.5649472	0.3326398	0.2250720	0.7720204	0.3058655	0.6021603	0.5117720	0.7368651	0.7947732	0.7271958	0.0381652	0.5936663	0.7317311	0.3459197	0.0360437	0.2332238	0.1468305	0.3255300	0.1567274	0.6003191	0.3813977	0.0267659	0.4245665	0.0869563	0.1056115	0.7736573	0.2183769	0.7943240	0.6365310	0.6526369	0.2393519	0.4075141	0.4880464	0.8522196	0.6355146	0.4731455	0.0015626	0.7492998	0.0014578	0.2772981	0.2629491
350	0.7061471	0.4334451	0.6917128	0.6618693	0.4862210	0.3392679	0.1184829	0.1580875	0.5410551	0.4049774	0.3774443	0.3140456	0.5954180	0.2190950	0.4472734	0.7447423	0.6509610	0.6714023	0.7907470	0.0236961	0.6694576	0.5955465	0.3205900	0.0918794	0.1871222	0.1375924	0.2780236	0.2107335	0.5690972	0.4596015	0.0506223	0.4743766	0.1059833	0.1097754	0.7165666	0.2308429	0.8895163	0.7698980	0.7772457	0.1668769	0.4392997	0.4761336	0.5768039	0.5934072	0.5024835	0.0109160	0.6360805	0.0133402	0.4075461	0.4197514
400	0.7284712	0.3878710	0.7418751	0.6265149	0.3912433	0.4087685	0.1484955	0.1009504	0.5012191	0.5903016	0.3336104	0.2504183	0.7523142	0.2511971	0.5272877	0.7423913	0.6343864	0.6801097	0.7121036	0.0376539	0.7877618	0.6654462	0.3085100	0.0494904	0.1241165	0.1210524	0.2871782	0.2313521	0.5923320	0.4112026	0.0626929	0.5727801	0.0693771	0.1122307	0.6376363	0.3112557	0.7227097	0.6162223	0.6790747	0.2024415	0.4613073	0.3791054	0.6427900	0.5264065	0.4966973	0.0057376	0.6478446	0.0090510	0.2655672	0.2336986
450	0.6580035	0.5531392	0.6694535	0.7868054	0.4568723	0.3967079	0.1303019	0.1533217	0.4553982	0.6464376	0.3344089	0.2847617	0.7852352	0.2052327	0.4544309	0.5781844	0.6791834	0.6462375	0.6545042	0.0153900	0.6549787	0.6488804	0.3349822	0.0448973	0.1377560	0.1490930	0.2890377	0.1479528	0.6267414	0.4571269	0.0377438	0.5818084	0.0816389	0.0814719	0.7164023	0.3099029	0.7800567	0.7094043	0.6822783	0.1690516	0.4400218	0.4615893	0.6465170	0.4002987	0.4036792	0.0028760	0.7672289	0.0205079	0.3455655	0.3636354
500	0.8359879	0.3924345	0.6399416	0.6358388	0.4363305	0.3814174	0.1678786	0.1901854	0.5641287	0.4511704	0.4448999	0.2213133	0.6383324	0.2745683	0.4806149	0.6539191	0.6984441	0.6701126	0.7151141	0.0084558	0.7519108	0.7039807	0.4201484	0.0375443	0.1355385	0.1136958	0.2657143	0.2230326	0.6212946	0.4818203	0.0500661	0.4826933	0.0583943	0.1087886	0.6725548	0.2803883	0.7679778	0.5728133	0.6470616	0.1852227	0.4424166	0.4742016	0.5308202	0.4774269	0.4878802	0.0039617	0.6970498	0.0114887	0.3943664	0.2618603
550	0.7650587	0.4187347	0.6631573	0.6528393	0.6843937	0.3738787	0.1881120	0.1330598	0.5607632	0.3204810	0.3875094	0.2952529	0.7885017	0.2784079	0.4969805	0.7778593	0.7093335	0.7018370	0.7963973	0.3388272	0.8437728	0.6622802	0.6648245	0.0508993	0.1879654	0.1232294	0.4426514	0.1913537	0.7198979	0.2051374	0.0427898	0.5779054	0.0551519	0.2795211	0.6791928	0.4057077	0.7326444	0.7499504	0.6865520	0.2257882	0.4009513	0.6790314	0.7189225	0.4317350	0.4179013	0.0127528	0.6860305	0.3111602	0.3703280	0.3109299
600	0.6800436	0.5676596	0.6787165	0.6307969	0.6417387	0.3940126	0.1845148	0.0946653	0.6114402	0.2439250	0.3134304	0.3036510	0.6442217	0.3618449	0.4931742	0.7776340	0.6132812	0.7856265	0.6674076	0.3413117	0.7116024	0.8285407	0.6686051	0.0424129	0.1741264	0.1063271	0.5344914	0.1872975	0.6774747	0.0937735	0.0591688	0.4822543	0.0909860	0.3193738	0.6973637	0.4368260	0.6299636	0.8314095	0.6687997	0.2409454	0.5694380	0.6630755	0.6623399	0.4108939	0.3792303	0.0099967	0.6830564	0.3593236	0.3807349	0.2418779
650	0.7411234	0.4924749	0.7359154	0.7253861	0.8417373	0.4184167	0.1531704	0.0898646	0.6104141	0.1634994	0.3177061	0.3237668	0.7531148	0.3611326	0.4594903	0.7395450	0.6568101	0.7264595	0.6304667	0.2641458	0.6911511	0.6234064	0.6811588	0.0203911	0.1654319	0.1557330	0.6614085	0.1826286	0.6540793	0.0530615	0.0338748	0.3971279	0.0755901	0.3595896	0.7502004	0.3711463	0.8089184	0.7318934	0.6098986	0.2141041	0.4704527	0.6529372	0.5218522	0.5350565	0.3512341	0.0062615	0.7373057	0.3306325	0.4080577	0.1982741
700	0.7304104	0.5261809	0.6967910	0.6381736	0.7214253	0.3492622	0.1693515	0.0820518	0.5558598	0.0937613	0.4419366	0.4449714	0.7672719	0.4333366	0.4463302	0.6917696	0.8603544	0.6773468	0.6316420	0.3002264	0.8201508	0.6120244	0.6094124	0.0255144	0.1757702	0.0961430	0.6955522	0.1697336	0.8779001	0.0263708	0.0376466	0.4988257	0.0537164	0.3470154	0.6864696	0.5373526	0.7032551	0.7630249	0.7635907	0.1559152	0.4688439	0.6333392	0.6352044	0.4569841	0.4131576	0.0012971	0.6811520	0.4213144	0.2748602	0.1390518
750	0.6944016	0.4834006	0.4643765	0.6481812	0.8065746	0.3887000	0.1412016	0.0860958	0.5789612	0.0813622	0.3572501	0.4701109	0.6821424	0.4072972	0.5027194	0.6392378	0.8002266	0.6157792	0.7721110	0.3657182	0.7964253	0.7068254	0.7274471	0.0374025	0.1464807	0.0551260	0.5839146	0.1885425	0.7483758	0.0403651	0.0215716	0.4174281	0.0859967	0.4744199	0.6301207	0.6066281	0.7384275	0.6848882	0.6377812	0.2403330	0.5237796	0.6668661	0.5705005	0.4399612	0.3313640	0.0052608	0.8307541	0.3140865	0.3237167	0.1840652
800	0.7819952	0.4456444	0.6184668	0.6783351	0.6914155	0.3228610	0.1161659	0.0425086	0.4716779	0.1050498	0.4177182	0.3205434	0.7523311	0.3374548	0.5032535	0.7895526	0.7036170	0.7044770	0.8117718	0.3952425	0.7421712	0.7156775	0.6683947	0.0535585	0.1945953	0.1160251	0.5347225	0.1454085	0.7380294	0.0089482	0.0383725	0.3467364	0.1017160	0.3242568	0.6415127	0.5246670	0.8047259	0.7732359	0.7144430	0.1846934	0.5161901	0.6343042	0.6910248	0.4187895	0.3542445	0.0208522	0.7658290	0.3191987	0.3770013	0.1977279
850	0.5539494	0.4642263	0.5876808	0.7680219	0.6607505	0.3837997	0.0999151	0.0770703	0.5432433	0.0992382	0.3977188	0.3751132	0.6943642	0.4077005	0.4143040	0.6900528	0.8542648	0.6594962	0.7710498	0.2868306	0.7384556	0.7044628	0.6971647	0.0465054	0.1771340	0.1555001	0.7104265	0.1725398	0.8759256	0.0110889	0.0091748	0.3978285	0.0657476	0.3805904	0.7731875	0.4289434	0.8061989	0.7812460	0.7013782	0.2187598	0.5039430	0.7864659	0.6457796	0.4478937	0.5272443	0.0075308	0.6506488	0.3287217	0.4397216	0.2371897
900	0.7640630	0.4813340	0.6673077	0.5434676	0.6586770	0.3486292	0.1082124	0.0786822	0.5366238	0.0944612	0.3893486	0.3880849	0.7278296	0.3824212	0.4553681	0.6926453	0.7438979	0.7433932	0.6561224	0.3144229	0.7153838	0.6478018	0.6286334	0.0207738	0.1584490	0.0886946	0.7058230	0.2369076	0.6828936	0.0185975	0.0488983	0.4344200	0.0910033	0.3767320	0.7928943	0.5820623	0.7016901	0.6665192	0.8144026	0.1705232	0.5768742	0.7118823	0.6738482	0.6120438	0.5741723	0.0083100	0.7782401	0.3912510	0.3765256	0.2409430
950	0.6859158	0.4892853	0.6953382	0.8033130	0.5716358	0.4972160	0.1891307	0.0505976	0.5027348	0.1397340	0.3942025	0.3009514	0.9578963	0.4363663	0.4717782	0.7330990	0.6449181	0.6384871	0.6365458	0.3213683	0.7157690	0.8348615	0.7340272	0.0372576	0.1633111	0.1438940	0.6163630	0.1940885	0.7401292	0.0113498	0.0156519	0.4194596	0.0611782	0.3770443	0.7008932	0.5215757	0.6387981	0.7062755	0.8120812	0.1943614	0.7388534	0.7674939	0.6612809	0.4386309	0.4687467	0.0125618	0.7018202	0.3841626	0.3150389	0.1837486
1000	0.8105094	0.4280368	0.7353259	0.6075519	0.6150641	0.4395285	0.1280342	0.0490133	0.5723594	0.2205077	0.2811522	0.3574145	0.6481046	0.3830520	0.3744191	0.7493384	0.6949603	0.8537906	0.7499149	0.3172027	0.6695494	0.6625334	0.7261902	0.0240638	0.1520944	0.1036146	0.6737780	0.2093456	0.5593104	0.0076857	0.0267052	0.3961405	0.1097799	0.3910313	0.5984587	0.5388844	0.6728411	0.7095622	0.7867255	0.2028664	0.5596920	0.7764022	0.5790879	0.4458551	0.3779156	0.0094668	0.7863321	0.3683303	0.3949589	0.1532032

0	0.6629985	0.4791245	0.7577498	0.7427799	0.6914792	0.3723621	0.1834184	0.0379524	0.4664049	0.1724890	0.4049644	0.4159492	0.7747983	0.3732758	0.5168705	0.6128214	0.8313389	0.7257486	0.7069079	0.2767165	0.8020116	0.7104401	0.8241918	0.0381578	0.1707656	0.1024238	0.7398157	0.1346550	0.5874345	0.0214289	0.0250839	0.4134048	0.0908111	0.2774863	0.7249131	0.4422576	0.6156227	0.7333404	0.7271247	0.2039963	0.6475876	0.7754340	0.5928136	0.5467430	0.4561440	0.0067730	0.6953648	0.2605528	0.3911355	0.1768780
50	0.5030922	0.4204502	0.6705664	0.8442333	0.4448958	0.4235231	0.0865963	0.0157467	0.3470761	0.0841227	0.4200497	0.3870476	0.6890722	0.3524876	0.5015705	0.5700185	0.6146945	0.7958426	0.8060848	0.1277934	0.6835145	0.7277872	0.2189751	0.0039224	0.3167019	0.1160209	0.5522406	0.1823530	0.7068871	0.0135846	0.0461514	0.4737175	0.0372844	0.3244674	0.7386252	0.5022876	0.7347408	0.7059164	0.7037225	0.2601804	0.5630348	0.7208108	0.6317104	0.5681164	0.5461134	0.0046323	0.7670166	0.1485560	0.3665358	0.1580900
100	0.5571098	0.4374516	0.6564877	0.7438413	0.4150231	0.3860706	0.0646696	0.0241599	0.2986286	0.2729152	0.3856392	0.2837956	0.5983242	0.2747467	0.5068022	0.7100291	0.5711883	0.6548064	0.6650208	0.0456383	0.5962565	0.6481723	0.2128090	0.0053951	0.3877347	0.1170931	0.8123506	0.1967516	0.6670168	0.0143079	0.0188958	0.5095380	0.0269002	0.2439187	0.6568696	0.6423218	0.7952522	0.6514751	0.7655983	0.2316591	0.5186488	0.8115745	0.5052331	0.6238806	0.5476757	0.0069280	0.6858914	0.1774927	0.3208377	0.0634007
150	0.4254993	0.4357788	0.8128069	0.8985899	0.3902313	0.4526259	0.0828857	0.0854367	0.2593455	0.5162219	0.3417405	0.2130262	0.6615375	0.2807982	0.5061264	0.8376974	0.6007483	0.7162624	0.6254274	0.0692563	0.7659829	0.6468845	0.1651039	0.0019233	0.4807204	0.1102698	0.6893551	0.1575187	0.7235626	0.0041277	0.0428350	0.4704800	0.0352239	0.2539877	0.6385668	0.6063907	0.6518762	0.6247842	0.8157005	0.1622022	0.3839478	0.8795715	0.6843461	0.5577545	0.6729112	0.0193292	0.6846161	0.1237816	0.3491198	0.0660615
200	0.4473375	0.4384408	0.7697798	0.7101066	0.3434737	0.3751182	0.1084268	0.0616964	0.2345813	0.5720097	0.3546412	0.2620511	0.7161116	0.2175654	0.3915347	0.7720962	0.5608038	0.6111860	0.6555191	0.0378564	0.7701704	0.8456187	0.1357511	0.0126342	0.5696620	0.1485497	0.7840365	0.1602141	0.6945911	0.0165282	0.0398556	0.5601834	0.0193099	0.2569904	0.7033077	0.5609549	0.6990716	0.6920608	0.7332364	0.1859631	0.5300891	0.5800701	0.6935455	0.5145304	0.5336621	0.0127642	0.7390044	0.0698884	0.2939808	0.0900651
250	0.4224422	0.3743832	0.5979033	0.6533093	0.3118078	0.2858725	0.0337279	0.0688310	0.3779334	0.4972097	0.3243183	0.2559149	0.7539792	0.2259843	0.3312409	0.6857780	0.6041640	0.6214998	0.7782886	0.0563483	0.6909682	0.7540212	0.1415452	0.0033360	0.5118504	0.1243091	0.7543243	0.1620828	0.5698678	0.0246385	0.0509092	0.5321385	0.0347484	0.1828876	0.6929429	0.5347162	0.7978802	0.8175216	0.7724771	0.2096775	0.3628445	0.7552736	0.7157289	0.4807811	0.4905224	0.0034233	0.7729688	0.1064504	0.3440922	0.0905254
