"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160	G161	G162	G163	G164	G165	G166	G167	G168	G169	G170	G171	G172	G173	G174	G175	G176	G177	G178	G179	G180	G181	G182	G183	G184	G185	G186	G187	G188	G189	G190	G191	G192	G193	G194	G195	G196	G197	G198	G199	G200
50	0.7167135	0.5139106	0.5115035	0.4939744	0.6644782	0.4177620	0.4464148	0.1165612	0.6565269	0.0512594	0.0439376	0.6307290	0.7476405	0.7113485	0.0008673	0.6860755	0.6910648	0.4781079	0.4982157	0.6429452	0.3116191	0.2166625	0.5925931	0.0096168	0.6390488	0.5131571	0.2028159	0.3826451	0.6823319	0.7059532	0.6096526	0.1466271	0.0746124	0.3048717	0.6483930	0.4912741	0.6394973	0.2089252	0.5992347	0.5114529	0.7860896	0.7130580	0.1978050	0.3566207	0.1101493	0.2598578	0.5278075	0.5945099	0.6081818	0.3212658	0.5032525	0.7164106	0.6033551	0.0089111	0.4308233	0.4510458	0.6626204	0.6018128	0.6934167	0.2330585	0.1091788	0.0422737	0.5326912	0.7518810	0.7520395	0.0657170	0.4602919	0.0835102	0.2853009	0.4936296	0.0476963	0.6439935	0.5756381	0.6084705	0.0271954	0.4075698	0.5233415	0.6147180	0.0604930	0.3585874	0.1855537	0.6382166	0.4208374	0.7364445	0.0706950	0.7118147	0.6991786	0.0472934	0.7225865	0.3835144	0.7137673	0.1221351	0.5908010	0.6515524	0.0815689	0.2700975	0.4875190	0.0674836	0.2518759	0.3250446	0.1498081	0.0782770	0.6869486	0.3438542	0.0471162	0.0303689	0.3460533	0.0067776	0.0208129	0.6345112	0.4263951	0.7129916	0.3803530	0.6922935	0.1248146	0.0309136	0.4925523	0.6737715	0.4995516	0.0685256	0.3442812	0.0178972	0.2054801	0.6091658	0.1514513	0.3797744	0.0171400	0.5838035	0.5722732	0.4899714	0.1087181	0.4676995	0.0975368	0.3821979	0.2419027	0.6633958	0.1601395	0.5634975	0.8685838	0.6579938	0.1113196	0.7467256	0.3303134	0.0281517	0.1852974	0.0089478	0.1583953	0.0877011	0.6495269	0.1841192	0.6487149	0.9282731	0.7469207	0.2445234	0.3637570	0.3979851	0.5418542	0.5097403	0.5835206	0.1799883	0.0971491	0.3628215	0.3703502	0.7205107	0.3925057	0.3131581	0.0013309	0.6735844	0.1509574	0.1761133	0.3080884	0.6740805	0.4402094	0.2604483	0.1172372	0.3400256	0.7621463	0.0268275	0.2418107	0.1851659	0.4480267	0.1774271	0.3219979	0.5285866	0.2277649	0.4212696	0.0430059	0.3729134	0.0920896	0.2500624	0.3071369	0.0066324	0.1176393	0.0971171	0.7046334	0.4994143	0.2441620	0.0671696	0.0488852	0.3634372
100	0.6837772	0.3169819	0.5422876	0.4864465	0.6304129	0.4128616	0.4809026	0.1489300	0.5547779	0.0921793	0.0916927	0.5195525	0.5370409	0.5612148	0.0025369	0.8088806	0.7097103	0.4903756	0.4529378	0.6308202	0.1966340	0.5399988	0.6471837	0.0136866	0.4440035	0.4673092	0.1393345	0.3761046	0.4961522	0.5998102	0.6063791	0.1754384	0.2509376	0.2554257	0.7233125	0.7349022	0.7039711	0.2206556	0.3955358	0.4609685	0.7230728	0.6004050	0.0903617	0.2654700	0.1926663	0.4069869	0.4586799	0.7261643	0.6072382	0.2256974	0.2282672	0.6005361	0.6995612	0.0055051	0.3986842	0.4313485	0.5770187	0.5927036	0.7051117	0.2202502	0.1378175	0.1189560	0.4608728	0.7307095	0.5936869	0.0432640	0.4602191	0.1167648	0.2871073	0.4800955	0.1117491	0.7466013	0.8244178	0.5962843	0.0087800	0.4838653	0.3320047	0.6160009	0.0915998	0.3493782	0.3157865	0.6285298	0.2688404	0.7341949	0.1059317	0.6142897	0.6851837	0.1813057	0.6002215	0.1455960	0.6825107	0.0532103	0.5316359	0.5556506	0.1973048	0.3139963	0.4546114	0.1187656	0.1852562	0.4861981	0.0225683	0.0664538	0.5952907	0.3317112	0.1207493	0.0722284	0.2398067	0.0005794	0.0114676	0.6208903	0.4016425	0.7317539	0.3814889	0.6471773	0.0398023	0.1619643	0.2214504	0.4373848	0.4514980	0.2556838	0.3818681	0.0605748	0.0485345	0.5982543	0.3621281	0.4147575	0.0253497	0.6909309	0.5499991	0.4872502	0.0716256	0.5652246	0.1097434	0.5122679	0.2089291	0.6374726	0.0930625	0.5602885	0.7517700	0.7021188	0.1026996	0.6777184	0.3934451	0.0811365	0.2355545	0.0410176	0.1033198	0.1669984	0.6192451	0.0959958	0.7852965	0.7682703	0.5647070	0.3805806	0.3490363	0.3761417	0.2800303	0.5701836	0.6228957	0.1812784	0.0620081	0.1962211	0.3566042	0.6666304	0.5332709	0.4598891	0.0001198	0.7524643	0.0740230	0.1808633	0.3741090	0.4904599	0.4853405	0.1823500	0.1315270	0.2478471	0.7096573	0.0161041	0.2236334	0.1172795	0.4177114	0.1344536	0.3286624	0.5080246	0.1883274	0.4078733	0.0227215	0.4026983	0.3548487	0.2218715	0.3222496	0.0072527	0.1775671	0.3224784	0.5800722	0.7578147	0.3842822	0.1098759	0.0835845	0.3989992
150	0.6433056	0.3911744	0.4532719	0.5084026	0.4460106	0.3764568	0.6824656	0.2888404	0.4665710	0.1197878	0.0879192	0.3776915	0.6496324	0.4852585	0.0022122	0.5171356	0.6560862	0.3964068	0.4992692	0.4676470	0.1150823	0.9303652	0.7287709	0.1633783	0.4041615	0.4815399	0.1741750	0.3305717	0.2278918	0.4703626	0.5372814	0.2310080	0.3167791	0.1190656	0.6372790	0.6680547	0.5579736	0.4159295	0.1295149	0.3572130	0.9004028	0.6467060	0.0730805	0.1539702	0.2675100	0.4962159	0.5527791	0.5954663	0.4447239	0.2153186	0.2109150	0.5762679	0.6136748	0.0040891	0.3687291	0.3575955	0.5421830	0.5440894	0.7576686	0.1688104	0.1478904	0.2080984	0.3349920	0.6596225	0.6361202	0.1573086	0.3926018	0.1723314	0.2990688	0.6358626	0.1461964	0.6314076	0.6330575	0.6018119	0.0075192	0.5449511	0.1763605	0.6993392	0.0507457	0.3232240	0.6753526	0.6075875	0.1444542	0.8386858	0.2647968	0.7912668	0.6464742	0.2405603	0.4113082	0.0377345	0.8027811	0.0255007	0.5429448	0.5812335	0.3173866	0.2257697	0.4639407	0.0658698	0.2438194	0.4505031	0.0125248	0.1636892	0.7025282	0.4272454	0.2690904	0.1020834	0.2264520	0.0005728	0.0006132	0.6252668	0.2672704	0.7441014	0.4221884	0.3289469	0.0304566	0.5207104	0.0533093	0.2300407	0.5436479	0.5536155	0.3838578	0.1777704	0.0145362	0.7647384	0.5592225	0.5363040	0.0102094	0.4364158	0.5363386	0.5502059	0.1336583	0.4960159	0.1202105	0.5617829	0.2215608	0.5181596	0.1076040	0.6132537	0.6210531	0.6537007	0.1805069	0.7584495	0.4585458	0.2619664	0.2275339	0.0898811	0.1118990	0.1165827	0.5332220	0.0564085	0.5718662	0.6335220	0.4868078	0.6052155	0.3871044	0.4045398	0.3018294	0.4985446	0.4678022	0.2541511	0.0470723	0.2994115	0.3287820	0.5689571	0.6964542	0.5405451	0.0001218	0.7218181	0.0764255	0.2363091	0.5198736	0.2826120	0.3220628	0.1250963	0.1617606	0.2078099	0.7812535	0.0209927	0.1241943	0.1550469	0.2984293	0.2439186	0.3666480	0.4249108	0.0879326	0.3253297	0.0292703	0.4380311	0.5649743	0.1951391	0.3242470	0.0068527	0.1041331	0.4295021	0.6781048	0.6478004	0.4103040	0.0966641	0.1174329	0.3592615
200	0.5629749	0.4578443	0.3531346	0.5665450	0.6443025	0.5159451	0.5448301	0.3459539	0.4194782	0.2509545	0.0585175	0.4165057	0.7471221	0.4222048	0.0173498	0.3517928	0.5257971	0.3109098	0.4319664	0.4147271	0.0594333	0.7291119	0.6819998	0.3487338	0.3620807	0.5524980	0.1232316	0.3231456	0.1261450	0.2234528	0.5057580	0.3752396	0.4595597	0.0410792	0.5637354	0.7476112	0.6143907	0.4185746	0.0783189	0.2613544	0.5914756	0.6392656	0.0357347	0.1724735	0.2986664	0.7772818	0.2682899	0.7426852	0.2910093	0.2853681	0.0529865	0.7423328	0.4990297	0.0007528	0.4181312	0.3719091	0.6144939	0.6746253	0.6744176	0.1214533	0.3254887	0.4917315	0.4046890	0.6635888	0.4777587	0.3145227	0.5720465	0.3135324	0.3408420	0.5288786	0.1356773	0.6334698	0.5720054	0.6917078	0.0191870	0.6083017	0.1059534	0.7319385	0.1002276	0.2974478	0.6025096	0.5248609	0.0904164	0.8031663	0.4443527	0.5297376	0.8185868	0.2982563	0.1594746	0.0139601	0.8267511	0.0319206	0.7470858	0.5923727	0.4064462	0.2026928	0.5859630	0.0747067	0.1291244	0.5345374	0.0465348	0.1472519	0.7485730	0.4447662	0.4626034	0.1643289	0.1874235	0.0005704	0.0007175	0.6511240	0.3477708	0.6419082	0.4983294	0.1784142	0.0302952	0.6087455	0.0431837	0.1205179	0.5420363	0.6249128	0.4321761	0.2069346	0.0122095	0.6504626	0.6079516	0.4051912	0.0359587	0.3956819	0.5785294	0.6186976	0.1718541	0.5628494	0.1061071	0.7294777	0.2133965	0.5448656	0.1766333	0.5970906	0.6757417	0.6782700	0.1798921	0.6925336	0.4581247	0.4998242	0.2736458	0.1119941	0.1711147	0.1089492	0.6204663	0.0417878	0.7428643	0.7553989	0.5152313	0.7117208	0.2564176	0.3272567	0.4194927	0.4914815	0.3500568	0.1691306	0.0354470	0.1676937	0.3828786	0.5987362	0.7850587	0.5573467	0.0001109	0.7694432	0.0604349	0.3271892	0.4436919	0.1923682	0.2522583	0.1027039	0.2223459	0.1570973	0.5700460	0.0359436	0.1610241	0.1872059	0.2069218	0.2066242	0.2620245	0.4119574	0.0848633	0.3684716	0.0267416	0.3148100	0.6823390	0.1477231	0.3242440	0.0297792	0.1322908	0.5079753	0.5630910	0.6846080	0.5449713	0.0691574	0.1908351	0.4359838
250	0.5626933	0.2852914	0.4327028	0.4553042	0.4878118	0.4377217	0.6161889	0.5657512	0.4782621	0.2510212	0.0941792	0.4978512	0.5737391	0.3535233	0.0464031	0.1233219	0.6883889	0.3983987	0.4437484	0.5310303	0.0616331	0.6235698	0.6709309	0.4229499	0.3917153	0.4809374	0.1111492	0.2915371	0.0816329	0.1885617	0.3984883	0.4316637	0.7421548	0.0283036	0.5398891	0.6384100	0.7302086	0.4317723	0.0090317	0.2637986	0.6520227	0.6221823	0.0162987	0.1418808	0.3318450	0.7199661	0.3698858	0.6220562	0.1156933	0.3444581	0.0390687	0.6363622	0.4191755	0.0016998	0.4055606	0.3773525	0.6548743	0.5714750	0.6750394	0.1204450	0.2159353	0.3892971	0.3628104	0.5699696	0.4679369	0.4661074	0.4735576	0.2755102	0.2908909	0.4419138	0.1254302	0.6963155	0.5057588	0.7332711	0.0024626	0.5084713	0.0607707	0.5518629	0.0806731	0.3491258	0.5679514	0.6401847	0.0987697	0.7074952	0.4611515	0.3496678	0.7513419	0.3937516	0.0749631	0.0135331	0.6973266	0.0486765	0.4285184	0.4427519	0.6148767	0.1922147	0.5734289	0.0736724	0.1550907	0.4194700	0.0091090	0.1947206	0.6541037	0.3765111	0.3993395	0.2355259	0.1755960	0.0003447	0.0016720	0.9009172	0.2622903	0.7001014	0.5095320	0.1319340	0.0119003	0.5689705	0.0479530	0.0994216	0.4861763	0.6070200	0.4741700	0.1927658	0.0087418	0.6461630	0.6824788	0.3387482	0.0235781	0.4024654	0.5480946	0.6397856	0.1476544	0.4599255	0.1292934	0.6534087	0.1885952	0.5577969	0.1592021	0.5800908	0.7142814	0.7335242	0.2205380	0.6502594	0.6117065	0.5218088	0.2877510	0.1475728	0.1000842	0.1120264	0.6326259	0.0509460	0.5998154	0.6084913	0.3693028	0.6691244	0.3314691	0.4437882	0.3852153	0.4284241	0.3769460	0.2019629	0.0189680	0.1772739	0.3008429	0.4891163	0.7578690	0.5453609	0.0007938	0.7898980	0.0470655	0.2378248	0.6014851	0.1209274	0.2201246	0.0804347	0.2736289	0.1859472	0.6019480	0.0359162	0.2769545	0.1534021	0.1824232	0.2528514	0.3207149	0.3045576	0.0344336	0.3429715	0.0434708	0.3778600	0.5604368	0.1941434	0.2941293	0.0547280	0.1213119	0.4624642	0.7489127	0.6902196	0.5119503	0.0372048	0.4272266	0.3974983
300	0.6871306	0.2846613	0.4894507	0.4303934	0.6528094	0.4663165	0.6380993	0.4832368	0.5261909	0.3252545	0.1112036	0.3771857	0.5536674	0.3772708	0.1186691	0.1446977	0.6235034	0.3736308	0.3513531	0.4653560	0.0445082	0.7916103	0.6738917	0.4656427	0.3037897	0.4263875	0.2563504	0.4474552	0.0542671	0.1651809	0.3784215	0.3440037	0.5846000	0.0205489	0.7927744	0.6397465	0.6306332	0.3977885	0.0018918	0.2920236	0.6149499	0.6831587	0.0251913	0.2085224	0.3527602	0.7488117	0.3527757	0.6193271	0.0766918	0.2409337	0.0087146	0.6345954	0.4651973	0.0013089	0.4920557	0.3549217	0.6570085	0.7124125	0.6194715	0.1088162	0.2317036	0.4844327	0.3266938	0.7009470	0.3322268	0.4508260	0.5186467	0.2579832	0.2401086	0.4448419	0.1261930	0.6901021	0.5117681	0.6583674	0.0032478	0.5052306	0.0355560	0.7765664	0.0708157	0.4043905	0.6288827	0.5273053	0.0868863	0.6301285	0.5954633	0.3663671	0.6629565	0.4216723	0.0198508	0.0146541	0.6153127	0.0219149	0.4674068	0.3936825	0.6772635	0.2683697	0.5659084	0.0922274	0.1316023	0.4619469	0.0287817	0.1450193	0.5750208	0.3707201	0.5776876	0.1228938	0.1752187	0.0000000	0.0007642	0.6495632	0.3811261	0.5886185	0.5019224	0.0901129	0.0146553	0.6871068	0.0635592	0.0698509	0.4649016	0.7461126	0.4773511	0.3268961	0.0049879	0.7174459	0.6254971	0.3713418	0.0338277	0.4141029	0.4609719	0.5095813	0.1249354	0.5662331	0.1085489	0.7183601	0.2234539	0.5706225	0.1235225	0.6266819	0.7387725	0.7245890	0.1489568	0.4905514	0.4434971	0.6689535	0.3136088	0.1293666	0.0793351	0.0739566	0.6353638	0.0217171	0.6672148	0.6419940	0.3495820	0.6096025	0.3868775	0.4238416	0.2629397	0.4608106	0.4532767	0.1783097	0.0356737	0.2004852	0.3840059	0.4810887	0.7866161	0.5685844	0.0000281	0.8608818	0.0382861	0.2861873	0.5748580	0.0839766	0.2136251	0.1179656	0.2112948	0.1710359	0.6812916	0.0300228	0.2665553	0.2361352	0.0738316	0.2435312	0.3686970	0.3089833	0.0776639	0.3473436	0.0371969	0.3718226	0.6488543	0.3087325	0.3488406	0.0987789	0.1938788	0.5378532	0.6895980	0.6650253	0.5646168	0.0334273	0.6422890	0.3492722
350	0.6359718	0.2813690	0.4101255	0.4856526	0.5587005	0.4467095	0.5440449	0.5126026	0.4382727	0.4657223	0.0843359	0.4190268	0.6110537	0.3332572	0.1884262	0.0815245	0.7226676	0.3210162	0.4394558	0.4465935	0.0453391	0.8225077	0.6115857	0.6581360	0.2694624	0.5132410	0.1334984	0.3482312	0.0453873	0.2064773	0.3410900	0.3374169	0.5197188	0.0090287	0.6498217	0.6456935	0.6663239	0.4309258	0.0059602	0.2856402	0.7855059	0.6241040	0.0061847	0.1649472	0.3788786	0.6964829	0.2794623	0.6929273	0.0477773	0.2625127	0.0216915	0.7090202	0.3919826	0.0022825	0.5225866	0.3569888	0.5498225	0.5664526	0.7970517	0.1476527	0.3048775	0.4394770	0.2415498	0.6989914	0.3691144	0.5335054	0.4603518	0.2588026	0.2424653	0.5037704	0.1307048	0.6561292	0.4025302	0.5529753	0.0044298	0.5560856	0.0361146	0.6634853	0.0962623	0.2920188	0.6414507	0.5653941	0.0753875	0.6856982	0.7120764	0.3215090	0.7217393	0.5130856	0.0106446	0.0012671	0.7305011	0.0284874	0.5131793	0.3288887	0.4935685	0.2782751	0.5570408	0.1179008	0.1809363	0.4919504	0.0030134	0.1506673	0.6876960	0.3935234	0.4889257	0.1733830	0.2132507	0.0003455	0.0006131	0.5726333	0.2071987	0.7104467	0.5373035	0.0458360	0.0149572	0.6542219	0.0229796	0.0158208	0.5307118	0.7160442	0.4307335	0.3441223	0.0036573	0.6645316	0.7443569	0.3477377	0.0342431	0.2963869	0.5005512	0.6858545	0.1071467	0.5562440	0.0758165	0.6818305	0.2007533	0.5026320	0.1767814	0.5608449	0.6677388	0.6658929	0.1304166	0.4731993	0.3267389	0.5747403	0.2495714	0.1669040	0.0762988	0.0536779	0.5602860	0.0065200	0.6291075	0.7421821	0.2714268	0.6013817	0.3428322	0.4560170	0.3170245	0.4940934	0.3349602	0.1716723	0.0415775	0.1865504	0.3141336	0.5252128	0.8416674	0.6922335	0.0000000	0.5395441	0.0691215	0.2982985	0.5537622	0.0866879	0.2323332	0.1025116	0.3104198	0.2102432	0.5778075	0.0532311	0.2226016	0.1857659	0.1231918	0.2101660	0.3054633	0.2486790	0.0508458	0.4463165	0.0174883	0.4175489	0.6653476	0.2108675	0.3050294	0.0835595	0.0631782	0.6168280	0.6939219	0.6710304	0.5713001	0.0156610	0.6786775	0.3729561
400	0.6356947	0.3242709	0.4338369	0.4730985	0.5633390	0.5267216	0.5352898	0.5835719	0.4223282	0.3913139	0.0596000	0.4116741	0.5357355	0.2906086	0.1819214	0.0919709	0.6802612	0.2991391	0.3704292	0.4161077	0.0815681	0.6111117	0.6279364	0.5164402	0.2844214	0.4688494	0.0991936	0.4839511	0.0459846	0.1869900	0.4378990	0.2895335	0.7010657	0.0054430	0.5546258	0.5286517	0.5569976	0.5487930	0.0027834	0.2253635	0.7888558	0.5970654	0.0101084	0.1122270	0.3254249	0.6005458	0.2323254	0.6984641	0.0386849	0.2767606	0.0133496	0.7079722	0.4216841	0.0036531	0.5275694	0.3395886	0.4919657	0.6600588	0.6888990	0.1071339	0.3128612	0.4672715	0.2355472	0.5564693	0.4259689	0.6018181	0.4195393	0.3047863	0.3273878	0.4878376	0.1313966	0.6842621	0.3622855	0.7121151	0.0015631	0.5701470	0.0135326	0.5348521	0.0581834	0.2955133	0.6572030	0.6272248	0.0785668	0.6467525	0.6919064	0.2300865	0.6946408	0.4170885	0.0115578	0.0034212	0.8791651	0.0255922	0.5319869	0.2659507	0.5095364	0.2318727	0.6295874	0.1310727	0.1726019	0.3955857	0.0081433	0.1426621	0.7185489	0.3947721	0.5378362	0.2171142	0.1759746	0.0003919	0.0002586	0.7347599	0.2202578	0.6280474	0.6678008	0.0689752	0.0216866	0.7344924	0.0219922	0.0165409	0.6376142	0.8341354	0.3911745	0.3093426	0.0014815	0.8480202	0.6462948	0.3843454	0.0142986	0.3326739	0.6492538	0.6775503	0.1025063	0.5256050	0.1125355	0.6591367	0.1406322	0.4672660	0.1024893	0.7296089	0.6030747	0.6525327	0.1264092	0.5269326	0.3745959	0.6307437	0.2227286	0.1168730	0.1424961	0.1457920	0.6913405	0.0126186	0.6520099	0.7359217	0.2854004	0.5575929	0.3753275	0.4285710	0.3197140	0.4710844	0.2726812	0.1380533	0.0569578	0.2280158	0.2469959	0.6540235	0.6469602	0.5003957	0.0003399	0.6843718	0.0601816	0.2784509	0.7154706	0.0650043	0.1423903	0.0561965	0.1930005	0.1520476	0.5631943	0.0547370	0.2161557	0.1289494	0.1262052	0.2266528	0.3255653	0.3213779	0.0403775	0.3106250	0.0186729	0.3996294	0.6732720	0.2627123	0.3539281	0.0626345	0.1059090	0.5789739	0.6542469	0.5677459	0.5944706	0.0076513	0.5212311	0.3968764
450	0.6342109	0.2685309	0.3594493	0.5126140	0.4736063	0.5001649	0.4910252	0.5231219	0.4513618	0.5274372	0.0663829	0.4644605	0.5992789	0.3270158	0.2703522	0.0478751	0.6171289	0.2793949	0.4001492	0.4009430	0.0766117	0.5357643	0.7508295	0.7159048	0.1731048	0.4469397	0.1126484	0.3583309	0.0335524	0.1805489	0.3898855	0.3535791	0.6408117	0.0174678	0.5959258	0.6348590	0.5457660	0.5690239	0.0087799	0.2673733	0.6925063	0.5650027	0.0055279	0.0981450	0.3934332	0.6541711	0.2794171	0.7293227	0.0303585	0.2587552	0.0105749	0.6455931	0.3347518	0.0049703	0.5223216	0.3947646	0.5311988	0.5956941	0.6474014	0.1017003	0.2795146	0.5077796	0.2740151	0.5774368	0.4498237	0.5840206	0.3614911	0.2059806	0.2074741	0.4293699	0.1316486	0.5765403	0.3368164	0.5373914	0.0043534	0.5950745	0.0239228	0.7785535	0.0704475	0.4066010	0.6902954	0.6285051	0.0626897	0.7202045	0.7037037	0.2148322	0.6116337	0.3861438	0.0129584	0.0014124	0.8212489	0.0123673	0.5878969	0.3440984	0.5966618	0.2678726	0.5127502	0.1008297	0.1692136	0.4906378	0.0119557	0.1588397	0.7622906	0.5168975	0.5945744	0.2700378	0.2397381	0.0037347	0.0003803	0.6227923	0.2887738	0.7214082	0.6547869	0.0733518	0.0272683	0.6340439	0.0210517	0.0143303	0.5531080	0.5715975	0.3689724	0.2994543	0.0039791	0.7174753	0.7216266	0.3685458	0.0188639	0.3204593	0.6335972	0.6087803	0.1085799	0.6464495	0.0914195	0.6927933	0.1906806	0.5341017	0.1461426	0.5188549	0.6169667	0.6740208	0.1098857	0.4970890	0.4663876	0.6488746	0.2439279	0.1532413	0.1107798	0.1127104	0.6852790	0.0066059	0.6359708	0.6506652	0.2186836	0.6680875	0.3162435	0.4914437	0.3046834	0.5007738	0.3164158	0.2138648	0.0200371	0.2044273	0.3431902	0.5402353	0.6543205	0.8341332	0.0000591	0.6899244	0.0639445	0.2551236	0.5548005	0.1407009	0.1946658	0.1216243	0.2222359	0.1363084	0.6271653	0.0404347	0.1966727	0.2361230	0.0893498	0.2618788	0.3431942	0.3145138	0.0288310	0.2526145	0.0186400	0.4857329	0.6021463	0.2144146	0.2962268	0.0566516	0.1822690	0.4476946	0.6396878	0.6593733	0.5806004	0.0290162	0.5288930	0.4519003
500	0.5908565	0.2267820	0.3571655	0.4338628	0.4283339	0.4556929	0.6640730	0.5601378	0.4596560	0.4764808	0.0808225	0.3684900	0.5334510	0.2752996	0.1823596	0.0619444	0.5975950	0.2660403	0.4000620	0.4483925	0.0459797	0.7798653	0.6154138	0.5976235	0.1761515	0.4553626	0.1187817	0.4229805	0.0337824	0.2021968	0.4614920	0.4692830	0.6081159	0.0116291	0.5446317	0.7258401	0.4834595	0.4914714	0.0042285	0.2083712	0.8070559	0.7147285	0.0170336	0.0798054	0.3487235	0.6312342	0.2526881	0.5710609	0.0161167	0.2143354	0.0185959	0.6747314	0.3002085	0.0030902	0.4854538	0.3715851	0.6049672	0.5125499	0.6912069	0.1054525	0.2464265	0.5695695	0.1983661	0.8742201	0.4214385	0.5950684	0.5496334	0.4056223	0.2332804	0.4450434	0.1619523	0.6101272	0.2997363	0.7185157	0.0108464	0.5124867	0.0266810	0.5462657	0.0792897	0.3292801	0.6328295	0.6313994	0.0326192	0.7599447	0.6265618	0.2681176	0.5942514	0.3173202	0.0213756	0.0000007	0.7885223	0.0177934	0.5210448	0.2959760	0.4804033	0.2497274	0.4525281	0.0655942	0.2201110	0.4385825	0.0111085	0.2492601	0.7027741	0.3904292	0.6490359	0.1948616	0.1773755	0.0010219	0.0007722	0.6494757	0.2915277	0.7565696	0.8089197	0.0626574	0.0128822	0.6598866	0.0210768	0.0152476	0.5266861	0.7475292	0.4257330	0.3145801	0.0044656	0.7001563	0.6390069	0.5195269	0.0240237	0.2642570	0.6542977	0.6426987	0.1062564	0.4640366	0.0948131	0.7627555	0.2736958	0.5755550	0.1491954	0.5403811	0.8262957	0.7509902	0.1694319	0.4648491	0.4333432	0.6396764	0.2504555	0.1344960	0.0946923	0.1114685	0.5555146	0.0277730	0.6251323	0.6614944	0.2327482	0.7697671	0.3693488	0.4236705	0.3497621	0.4427175	0.2237530	0.1722617	0.0307330	0.1595007	0.2955449	0.5484027	0.7495967	0.6297256	0.0001548	0.5511168	0.1211331	0.2722764	0.4485712	0.0926067	0.1239666	0.0990393	0.1928388	0.1367942	0.6781053	0.0844682	0.2695737	0.2111593	0.1127642	0.3236097	0.2812447	0.3543894	0.0203253	0.3239917	0.0171161	0.4238205	0.7016751	0.2609758	0.2698285	0.0792627	0.1514130	0.6042114	0.6582563	0.6939729	0.5423197	0.0039850	0.6873735	0.3126170
550	0.3802946	0.4365713	0.1500971	0.5258330	0.5144239	0.4256643	0.5364536	0.6376297	0.5034853	0.4889766	0.0795291	0.3962138	0.4358222	0.3419339	0.2142699	0.0779489	0.6690534	0.3175729	0.3400660	0.4275386	0.0812623	0.6325102	0.7202285	0.5373930	0.1849782	0.3949987	0.2362217	0.3755962	0.0355082	0.1803256	0.3207439	0.3608889	0.6265596	0.0104479	0.2916713	0.5362169	0.5526955	0.4128010	0.0011098	0.2948688	0.6965754	0.5728918	0.1247242	0.0898250	0.4718813	0.6008535	0.3214894	0.5974635	0.0368120	0.2487628	0.0027504	0.6326795	0.2657565	0.0019527	0.4720582	0.4923740	0.5521169	0.5280613	0.7356851	0.3574592	0.3252695	0.5712210	0.2959076	0.7309699	0.5229364	0.5425839	0.4820258	0.2720109	0.3443985	0.5054762	0.0917999	0.6559387	0.3951297	0.6688073	0.1526559	0.6374864	0.0235947	0.7043612	0.0806956	0.3396094	0.6883154	0.6679607	0.0915884	0.7623044	0.6235823	0.1527459	0.6886586	0.4023707	0.0142420	0.0141350	0.6841235	0.2968747	0.4619157	0.3161378	0.5173674	0.2708017	0.5383642	0.1336506	0.2842324	0.4651661	0.0069386	0.1687426	0.7154431	0.3103627	0.5759860	0.3583928	0.3059086	0.0129033	0.1428104	0.5356655	0.3151006	0.7187769	0.6083965	0.0923417	0.4598430	0.4745825	0.1796332	0.0252702	0.3531823	0.6159460	0.4073908	0.1437890	0.0649045	0.6451479	0.4394809	0.4592498	0.0432766	0.4132407	0.6273697	0.5097766	0.1061492	0.3403392	0.0485706	0.7303236	0.2585827	0.5609055	0.1277802	0.6296741	0.6718020	0.6987496	0.1492108	0.3930411	0.4743717	0.2502691	0.1945304	0.3002858	0.2367134	0.0887897	0.7322764	0.2423470	0.5904671	0.6271236	0.3173810	0.5594621	0.4410301	0.4804032	0.5299447	0.5205614	0.3424374	0.1463167	0.1506882	0.2389049	0.3113416	0.5606126	0.7255893	0.5463450	0.0240352	0.6397572	0.2449628	0.2917240	0.5098460	0.1972116	0.1998024	0.5971417	0.1977816	0.5251906	0.4806538	0.0332803	0.2349058	0.1507565	0.3732884	0.2816413	0.2838336	0.4085150	0.0325789	0.5933623	0.0139325	0.4533315	0.6475747	0.2287191	0.7575281	0.0521472	0.1509812	0.4323068	0.7288004	0.5401960	0.5745390	0.2101327	0.5436864	0.3925078
