G931	G2	-
G931	G1516	-
G931	G1359	+
G931	G1112	-
G931	G558	+
G931	G7	-
G931	G228	-
G931	G629	-
G931	G267	+
G931	G1225	+
G931	G304	+
G931	G389	+
G931	G427	-
G931	G494	-
G931	G445	-
G931	G939	-
G931	G96	-
G931	G359	-
G931	G1104	+
G931	G84	+
G931	G57	-
G931	G1472	-
G931	G945	+
G931	G268	-
G931	G385	+
G931	G962	-
G931	G981	-
G931	G481	+
G931	G950	-
G931	G242	+
G931	G501	+
G931	G199	-
G931	G210	-
G931	G841	+
G931	G380	+
G931	G479	+
G931	G621	-
G931	G607	-
G931	G319	-
G931	G491	+
G931	G1460	-
G931	G934	+
G161	G1070	+
G161	G871	+
G161	G1311	-
G161	G182	+
G161	G1115	+
G161	G546	+
G161	G1520	-
G161	G256	+
G161	G45	+
G161	G275	+
G161	G798	+
G161	G455	-
G161	G1513	+
G161	G583	-
G161	G216	-
G161	G1172	+
G161	G282	+
G161	G398	+
G161	G671	-
G161	G174	-
G161	G71	-
G161	G419	+
G161	G192	-
G161	G1452	+
G161	G531	-
G161	G756	+
G161	G126	-
G161	G1096	+
G161	G253	-
G161	G730	-
G161	G565	-
G161	G1029	+
G161	G250	+
G161	G145	-
G161	G599	-
G161	G928	-
G161	G476	+
G161	G422	+
G161	G926	-
G161	G29	-
G161	G570	-
G161	G678	-
G161	G567	+
G161	G864	-
G161	G169	-
G161	G630	+
G161	G1173	+
G161	G1154	+
G161	G812	+
G161	G413	-
G161	G1528	-
G161	G819	+
G161	G101	+
G161	G201	+
G161	G485	+
G161	G545	-
G161	G187	-
G161	G198	+
G161	G175	-
G161	G713	-
G161	G146	-
G161	G518	+
G161	G1446	+
G161	G1371	-
G161	G465	-
G161	G314	+
G161	G409	-
G161	G84	+
G161	G284	-
G161	G471	+
G161	G263	+
G161	G480	-
G161	G217	+
G161	G235	+
G161	G368	-
G161	G222	-
G161	G417	-
G161	G442	-
G161	G942	+
G161	G405	-
G161	G858	-
G161	G597	+
G161	G38	-
G161	G628	+
G161	G421	+
G161	G640	-
G161	G1342	+
G161	G330	-
G161	G951	-
G161	G151	-
G161	G272	+
G161	G321	-
G161	G562	+
G161	G757	-
G161	G1319	+
G161	G584	+
G161	G345	+
G161	G717	+
G161	G220	+
G161	G329	-
G161	G324	-
G161	G331	+
G161	G1244	+
G161	G1137	-
G161	G195	+
G731	G927	-
G731	G105	-
G731	G416	-
G731	G81	+
G731	G826	-
G731	G775	+
G731	G809	-
G731	G1093	-
G731	G371	-
G731	G1347	+
G731	G1372	+
G731	G760	-
G731	G1300	-
G731	G429	-
G731	G900	-
G731	G838	-
G731	G885	-
G731	G276	+
G731	G955	-
G731	G1047	+
G731	G1028	-
G731	G578	-
G731	G380	+
G731	G621	-
G372	G568	-
G372	G896	+
G372	G1157	+
G372	G805	+
G372	G34	+
G372	G382	+
G372	G93	-
G372	G371	-
G372	G150	+
G372	G1265	+
G372	G1134	-
G372	G1119	-
G372	G646	+
G372	G665	-
G372	G829	-
G372	G656	+
G372	G1220	+
G372	G1031	+
G372	G533	-
G372	G557	+
G372	G200	-
G372	G73	+
G372	G36	+
G372	G394	+
G372	G110	-
G372	G1107	-
G372	G1439	+
G372	G951	+
G372	G151	-
G372	G943	-
G372	G865	-
G87	G1578	+
G87	G249	+
G87	G338	-
G87	G917	+
G87	G373	-
G87	G603	-
G87	G927	-
G87	G105	-
G87	G416	-
G87	G568	+
G87	G896	+
G87	G81	+
G87	G826	-
G87	G775	-
G87	G61	-
G87	G125	-
G87	G356	+
G87	G204	+
G87	G1172	+
G87	G468	-
G87	G799	-
G87	G131	+
G87	G725	-
G87	G136	+
G87	G790	+
G87	G143	-
G87	G809	-
G87	G179	-
G87	G371	+
G87	G150	+
G87	G5	-
G87	G274	-
G87	G157	+
G87	G111	-
G87	G1516	-
G87	G558	-
G87	G538	+
G87	G989	+
G87	G130	-
G87	G409	-
G87	G512	-
G87	G667	+
G87	G642	+
G87	G193	+
G87	G507	-
G87	G608	+
G87	G33	+
G87	G128	+
G87	G945	+
G87	G268	+
G87	G385	-
G87	G38	-
G87	G397	-
G87	G1185	+
G87	G103	+
G87	G380	-
G87	G479	-
G87	G621	-
G939	G373	+
G939	G500	+
G939	G543	-
G939	G1232	-
G939	G1213	+
G939	G332	+
G939	G58	+
G939	G613	+
G939	G461	-
G939	G393	+
G939	G1335	-
G939	G926	-
G939	G75	-
G939	G144	-
G939	G1275	+
G939	G1481	+
G939	G2	+
G939	G643	+
G939	G68	-
G939	G228	+
G939	G60	-
G939	G856	-
G939	G469	+
G939	G518	+
G939	G82	+
G939	G84	+
G939	G67	-
G939	G875	-
G939	G1595	-
G939	G1400	+
G939	G1334	+
G939	G1080	+
G939	G961	-
G939	G921	+
G939	G1310	+
G939	G1378	-
G592	G1054	-
G592	G788	-
G592	G568	+
G592	G896	+
G592	G61	-
G592	G468	-
G592	G799	+
G592	G58	-
G592	G49	+
G592	G912	+
G592	G5	+
G592	G638	-
G592	G696	-
G592	G46	+
G592	G800	-
G592	G33	+
G592	G184	+
G592	G54	+
G592	G397	-
G592	G36	+
G592	G316	-
G592	G278	+
G592	G702	-
G592	G633	-
G592	G614	+
G42	G496	-
G42	G786	+
G42	G392	-
G42	G178	-
G42	G493	+
G42	G369	+
G42	G806	+
G42	G590	+
G42	G11	+
G1429	G1441	+
G1429	G1531	+
G1429	G1132	-
G1429	G186	+
G1429	G561	+
G1429	G1301	-
G1429	G1205	-
G1429	G1329	-
G1429	G1115	+
G1429	G41	-
G1429	G1279	-
G1429	G1507	-
G1429	G1187	+
G1429	G1580	-
G1429	G315	-
G1429	G1513	-
G1429	G824	+
G1429	G404	-
G1429	G387	+
G1429	G1563	-
G1429	G795	-
G1429	G28	+
G1429	G496	-
G1429	G1555	-
G1429	G565	-
G1429	G511	-
G1429	G1053	+
G1429	G992	+
G1429	G1450	-
G1429	G30	+
G1429	G564	+
G1429	G1584	+
G1429	G581	+
G1429	G1523	-
G1429	G1445	+
G1429	G1568	+
G1429	G554	-
G1429	G1125	-
G1429	G55	+
G1429	G50	-
G1429	G855	-
G1429	G2	-
G1429	G1591	+
G1429	G1463	+
G1429	G719	+
G1429	G508	+
G1429	G1526	+
G1429	G149	+
G1429	G337	-
G1429	G7	+
G1429	G931	+
G1429	G1302	-
G1429	G629	+
G1429	G267	+
G1429	G1225	+
G1429	G1363	+
G1429	G548	+
G1429	G509	+
G1429	G18	+
G1429	G304	+
G1429	G113	-
G1429	G973	-
G1429	G62	+
G1429	G559	-
G1429	G389	+
G1429	G427	+
G1429	G259	-
G1429	G96	+
G1429	G359	-
G1429	G1264	+
G1429	G335	+
G1429	G1009	+
G1429	G450	-
G1429	G1514	-
G1429	G1501	-
G1429	G1179	-
G1429	G460	+
G1429	G76	+
G1429	G1490	-
G1429	G11	+
G1429	G875	+
G1429	G628	-
G1429	G401	+
G1429	G1122	-
G1429	G242	+
G1429	G501	-
G1429	G199	+
G1429	G434	-
G1429	G384	+
G1429	G229	+
G1429	G1511	+
G1429	G958	+
G1429	G9	+
G1429	G1276	-
G1429	G273	+
G1429	G1474	-
G1429	G213	-
G1429	G876	+
G1429	G14	+
G1429	G37	-
G1429	G584	-
G1429	G1451	+
G1429	G818	+
G1429	G1171	-
G1264	G420	-
G1264	G302	-
G1264	G1441	+
G1264	G377	-
G1264	G1203	-
G1264	G121	+
G1264	G1329	-
G1264	G249	+
G1264	G370	+
G1264	G1075	+
G1264	G780	+
G1264	G1315	+
G1264	G373	+
G1264	G510	+
G1264	G224	+
G1264	G1100	+
G1264	G1267	+
G1264	G309	-
G1264	G1313	+
G1264	G61	+
G1264	G437	+
G1264	G166	+
G1264	G843	+
G1264	G671	+
G1264	G174	+
G1264	G1293	-
G1264	G1563	+
G1264	G795	-
G1264	G71	-
G1264	G118	+
G1264	G1136	-
G1264	G490	-
G1264	G756	+
G1264	G126	-
G1264	G153	+
G1264	G252	-
G1264	G122	-
G1264	G58	+
G1264	G905	+
G1264	G625	-
G1264	G729	-
G1264	G1072	+
G1264	G513	+
G1264	G658	+
G1264	G863	-
G1264	G572	-
G1264	G143	+
G1264	G809	-
G1264	G463	-
G1264	G926	+
G1264	G516	+
G1264	G286	-
G1264	G478	+
G1264	G611	-
G1264	G1093	+
G1264	G371	+
G1264	G150	+
G1264	G475	-
G1264	G1343	-
G1264	G1109	+
G1264	G574	+
G1264	G72	+
G1264	G137	-
G1264	G1149	+
G1264	G352	-
G1264	G236	+
G1264	G1088	-
G1264	G362	-
G1264	G240	+
G1264	G207	-
G1264	G453	+
G1264	G586	+
G1264	G1516	+
G1264	G762	-
G1264	G529	-
G1264	G1253	-
G1264	G588	+
G1264	G690	-
G1264	G1026	-
G1264	G407	+
G1264	G558	-
G1264	G1131	-
G1264	G1239	-
G1264	G211	+
G1264	G1375	-
G1264	G1423	+
G1264	G721	-
G1264	G448	+
G1264	G1363	+
G1264	G548	+
G1264	G509	+
G1264	G891	+
G1264	G1515	+
G1264	G900	+
G1264	G547	-
G1264	G46	+
G1264	G60	+
G1264	G1339	+
G1264	G292	+
G1264	G1071	+
G1264	G585	+
G1264	G1406	+
G1264	G346	+
G1264	G966	+
G1264	G612	+
G1264	G1068	+
G1264	G803	-
G1264	G1408	+
G1264	G74	+
G1264	G1299	+
G1264	G535	-
G1264	G945	+
G1264	G845	-
G1264	G268	-
G1264	G771	-
G1264	G385	-
G1264	G391	+
G1264	G910	-
G1264	G1558	+
G1264	G460	+
G1264	G76	+
G1264	G1289	+
G1264	G1399	+
G1264	G1490	-
G1264	G336	+
G1264	G328	-
G1264	G200	-
G1264	G73	-
G1264	G38	-
G1264	G1431	-
G1264	G365	-
G1264	G766	-
G1264	G481	-
G1264	G950	+
G1264	G695	+
G1264	G162	-
G1264	G888	-
G1264	G1459	+
G1264	G341	-
G1264	G316	-
G1264	G278	+
G1264	G767	-
G1264	G347	-
G1264	G1483	-
G1264	G1379	+
G1264	G103	-
G1264	G578	+
G1264	G380	-
G1264	G621	+
G1264	G395	-
G1264	G127	-
G1264	G906	+
G1264	G1486	+
G1264	G1084	-
G1264	G1282	-
G1264	G340	-
G1264	G1319	+
G1264	G1467	+
G1264	G1433	+
G1264	G1320	-
G1264	G269	-
G1264	G1324	+
G1264	G1341	-
G1264	G324	+
G1264	G432	+
G1264	G1171	+
G1009	G561	+
G1009	G1301	-
G1009	G1205	-
G1009	G920	-
G1009	G1551	+
G1009	G249	+
G1009	G788	-
G1009	G927	+
G1009	G105	-
G1009	G416	-
G1009	G81	+
G1009	G826	-
G1009	G775	-
G1009	G1426	-
G1009	G1065	-
G1009	G1465	+
G1009	G176	-
G1009	G1011	+
G1009	G1022	-
G1009	G716	-
G1009	G1098	+
G1009	G1209	-
G1009	G1567	-
G1009	G1105	+
G1009	G1263	-
G1009	G1045	-
G1009	G790	+
G1009	G143	-
G1009	G809	-
G1009	G246	+
G1009	G740	+
G1009	G1063	-
G1009	G422	-
G1009	G1093	+
G1009	G371	+
G1009	G1391	+
G1009	G5	+
G1009	G850	-
G1009	G1376	-
G1009	G748	-
G1009	G1415	+
G1009	G453	+
G1009	G1516	-
G1009	G1448	-
G1009	G1585	-
G1009	G529	+
G1009	G558	+
G1009	G1372	-
G1009	G1300	-
G1009	G429	+
G1009	G1249	-
G1009	G1538	+
G1009	G1085	+
G1009	G548	-
G1009	G509	+
G1009	G1030	-
G1009	G1217	-
G1009	G1351	-
G1009	G915	-
G1009	G1328	+
G1009	G1541	+
G1009	G1233	+
G1009	G1594	-
G1009	G1303	+
G1009	G1163	+
G1009	G608	-
G1009	G1294	-
G1009	G1457	+
G1009	G781	+
G1009	G1418	-
G1009	G279	+
G1009	G1141	-
G1009	G379	+
G1009	G908	-
G1009	G1076	-
G1009	G945	+
G1009	G268	+
G1009	G385	+
G1009	G1150	+
G1009	G886	-
G1009	G1383	-
G1009	G1593	+
G1009	G1210	+
G1009	G578	-
G1009	G380	-
G1009	G479	+
G1009	G621	+
G1009	G1044	-
G1009	G1439	-
G1009	G722	+
G1009	G1537	+
G1009	G1453	+
G1009	G1550	-
G1009	G562	+
G1009	G1305	-
G1009	G1522	-
G1009	G1575	-
G1009	G1111	-
G1009	G1512	+
G1009	G1034	-
G1009	G1019	+
G156	G443	-
G156	G388	+
G156	G356	-
G156	G591	+
G156	G44	+
G156	G223	+
G156	G1153	-
G156	G758	+
G156	G28	+
G156	G64	+
G156	G487	-
G156	G1186	+
G156	G406	+
G156	G7	-
G156	G521	+
G156	G474	+
G156	G187	-
G156	G663	-
G156	G312	+
G156	G751	-
G156	G831	+
G156	G84	-
G156	G1119	-
G156	G503	+
G156	G1260	-
G156	G233	+
G156	G556	+
G156	G242	-
G156	G501	-
G156	G199	-
G156	G241	+
G156	G341	-
G156	G1438	+
G156	G1511	+
G156	G1346	+
G156	G258	-
G156	G350	-
G156	G606	+
G156	G862	-
G156	G213	+
G156	G876	+
G130	G759	-
G130	G377	-
G130	G1578	-
G130	G249	-
G130	G338	-
G130	G917	+
G130	G1311	+
G130	G1046	+
G130	G373	+
G130	G81	-
G130	G826	-
G130	G775	+
G130	G125	+
G130	G160	-
G130	G623	+
G130	G1172	-
G130	G71	-
G130	G118	-
G130	G1136	-
G130	G484	+
G130	G1263	+
G130	G790	+
G130	G143	-
G130	G809	-
G130	G371	+
G130	G150	+
G130	G29	+
G130	G169	+
G130	G90	+
G130	G1528	-
G130	G669	+
G130	G558	+
G130	G1239	+
G130	G211	+
G130	G101	-
G130	G201	+
G130	G485	-
G130	G87	+
G130	G296	-
G130	G498	+
G130	G409	+
G130	G188	+
G130	G405	-
G130	G1299	+
G130	G200	+
G130	G73	+
G130	G97	+
G130	G293	+
G130	G802	+
G130	G380	+
G130	G479	+
G130	G621	-
G130	G218	+
G130	G449	+
G130	G185	-
G130	G173	+
G130	G540	-
G130	G674	-
G130	G1042	+
G130	G761	-
G130	G562	+
G202	G311	-
G202	G588	+
G202	G96	+
G202	G341	+
G515	G1578	+
G515	G249	+
G515	G338	-
G515	G917	+
G515	G927	-
G515	G105	-
G515	G416	+
G515	G81	+
G515	G826	-
G515	G775	-
G515	G815	-
G515	G381	-
G515	G285	-
G515	G1120	+
G515	G790	+
G515	G143	+
G515	G809	+
G515	G1584	+
G515	G581	-
G515	G1523	+
G515	G1093	+
G515	G371	-
G515	G855	+
G515	G573	-
G515	G949	+
G515	G1268	+
G515	G1516	-
G515	G520	-
G515	G1448	+
G515	G558	+
G515	G738	-
G515	G548	-
G515	G509	-
G515	G891	+
G515	G727	+
G515	G837	-
G515	G547	+
G515	G1303	+
G515	G535	-
G515	G945	+
G515	G845	-
G515	G268	-
G515	G771	-
G515	G385	+
G515	G700	+
G515	G578	-
G515	G380	-
G515	G479	-
G515	G621	+
G515	G563	-
G515	G1171	+
G1410	G1250	+
G651	G909	+
G651	G920	-
G651	G1099	-
G651	G265	-
G651	G703	+
G651	G1226	-
G651	G918	-
G651	G605	-
G651	G994	-
G651	G1412	-
G651	G946	+
G651	G1045	+
G651	G790	+
G651	G143	+
G651	G809	-
G651	G740	+
G651	G1063	+
G651	G736	-
G651	G842	+
G651	G657	-
G651	G659	+
G651	G511	+
G651	G75	+
G651	G684	+
G651	G1535	+
G651	G55	-
G651	G50	-
G651	G371	-
G651	G150	+
G651	G1298	-
G651	G5	-
G651	G894	-
G651	G140	+
G651	G1509	+
G651	G1143	+
G651	G850	-
G651	G1376	+
G651	G748	+
G651	G870	-
G651	G1024	-
G651	G1149	-
G651	G66	-
G651	G165	+
G651	G1470	+
G651	G718	-
G651	G1516	-
G651	G1585	+
G651	G508	+
G651	G529	-
G651	G558	+
G651	G1168	-
G651	G1114	+
G651	G662	-
G651	G1048	-
G651	G789	-
G651	G595	+
G651	G317	-
G651	G915	-
G651	G1436	-
G651	G592	+
G651	G327	-
G651	G847	-
G651	G1051	-
G651	G84	+
G651	G1381	-
G651	G899	+
G651	G832	-
G651	G676	+
G651	G1068	+
G651	G417	+
G651	G405	+
G651	G295	+
G651	G255	-
G651	G698	+
G651	G1496	-
G651	G344	-
G651	G796	+
G651	G1499	-
G651	G1367	+
G651	G908	-
G651	G945	-
G651	G268	-
G651	G385	-
G651	G391	-
G651	G910	-
G651	G1005	+
G651	G849	-
G651	G283	+
G651	G1159	-
G651	G26	-
G651	G466	+
G651	G654	+
G651	G1326	+
G651	G1250	-
G651	G911	+
G651	G1459	+
G651	G886	-
G651	G1271	-
G651	G1383	-
G651	G523	-
G651	G1037	+
G651	G505	-
G651	G380	-
G651	G479	-
G651	G621	-
G651	G1192	+
G651	G705	-
G651	G360	-
G651	G1443	+
G651	G606	+
G651	G862	-
G651	G906	-
G651	G722	-
G651	G1537	+
G651	G761	-
G651	G1397	-
G651	G744	+
G651	G1307	+
G651	G1318	-
G651	G1316	-
G651	G269	-
G651	G1082	-
G1240	G1115	+
G1240	G45	-
G1240	G568	+
G1240	G896	-
G1240	G784	+
G1240	G176	+
G1240	G71	-
G1240	G419	+
G1240	G758	-
G1240	G1274	-
G1240	G131	+
G1240	G746	+
G1240	G1093	+
G1240	G371	-
G1240	G150	+
G1240	G1481	+
G1240	G1277	-
G1240	G5	-
G1240	G435	-
G1240	G541	+
G1240	G334	+
G1240	G532	-
G1240	G1590	-
G1240	G1577	-
G1240	G1243	-
G1240	G1569	+
G1240	G203	-
G1240	G42	+
G1240	G465	-
G1240	G129	-
G1240	G412	-
G1240	G255	-
G1240	G803	-
G1240	G924	+
G1240	G1384	-
G1240	G1330	-
G1240	G929	+
G1240	G1000	-
G1240	G1552	-
G1240	G1387	-
G1240	G505	-
G1240	G86	+
G1240	G578	-
G1240	G380	+
G1240	G621	-
G1240	G1413	+
G1240	G231	-
G1240	G1373	-
G1240	G1486	+
G1240	G1084	-
G1240	G340	-
G1240	G562	+
G1240	G290	-
G1240	G1198	-
G1240	G331	-
G519	G1204	+
G519	G1306	+
G519	G1218	+
G519	G613	-
G519	G135	+
G167	G568	-
G167	G896	-
G167	G71	-
G167	G1274	-
G167	G532	-
G167	G417	-
G167	G340	+
G24	G186	+
G24	G428	+
G24	G4	-
G24	G685	-
G24	G348	+
G24	G94	-
G24	G591	+
G24	G44	-
G24	G47	-
G24	G34	-
G24	G63	-
G24	G197	+
G24	G436	+
G24	G527	+
G24	G307	-
G24	G100	+
G24	G1300	+
G24	G429	+
G24	G133	+
G24	G187	+
G24	G170	-
G24	G215	-
G24	G617	-
G24	G1159	-
G24	G200	+
G24	G73	+
G24	G138	-
G24	G1342	-
G24	G95	-
G24	G52	-
G24	G1525	-
G24	G77	-
G24	G1020	-
G24	G14	+
G24	G584	+
G244	G61	+
G244	G572	+
G244	G790	+
G244	G143	-
G244	G809	-
G244	G371	-
G244	G150	+
G244	G5	-
G244	G72	+
G244	G137	-
G244	G1516	+
G244	G558	+
G244	G696	+
G244	G46	+
G244	G945	+
G244	G268	+
G244	G385	+
G244	G380	-
G244	G479	+
G244	G621	+
G604	G1492	+
G604	G860	+
G604	G1288	+
G604	G1421	-
G604	G1113	-
G604	G666	-
G604	G770	-
G604	G1157	-
G604	G55	-
G604	G50	-
G604	G1052	+
G604	G517	+
G604	G1149	+
G604	G1437	-
G604	G779	+
G604	G883	-
G604	G922	-
G604	G1300	-
G604	G429	-
G604	G1600	+
G604	G1048	+
G604	G532	-
G604	G1006	-
G604	G749	-
G604	G203	+
G604	G777	+
G604	G344	+
G604	G796	+
G604	G601	+
G604	G868	-
G604	G833	-
G604	G434	-
G604	G1475	+
G604	G624	+
G604	G1049	+
G604	G990	+
G604	G1018	+
G604	G1032	+
G604	G979	-
G604	G697	-
G604	G14	+
G604	G808	-
G604	G997	-
G604	G290	-
G604	G1198	-
G604	G1321	+
G604	G324	+
G604	G794	-
G604	G609	-
G604	G712	+
G283	G420	-
G283	G302	-
G283	G823	-
G283	G1441	-
G283	G377	+
G283	G1203	-
G283	G370	-
G283	G1140	-
G283	G576	-
G283	G780	-
G283	G1315	+
G283	G373	+
G283	G510	+
G283	G224	+
G283	G1100	-
G283	G1267	+
G283	G309	-
G283	G61	+
G283	G437	-
G283	G166	+
G283	G769	-
G283	G1563	-
G283	G795	+
G283	G299	+
G283	G367	-
G283	G71	-
G283	G631	-
G283	G118	-
G283	G1136	+
G283	G490	+
G283	G351	-
G283	G525	-
G283	G756	+
G283	G126	+
G283	G153	-
G283	G252	+
G283	G396	-
G283	G666	-
G283	G58	-
G283	G770	-
G283	G905	-
G283	G625	+
G283	G729	+
G283	G1072	+
G283	G513	+
G283	G658	-
G283	G863	-
G283	G565	+
G283	G463	-
G283	G898	+
G283	G926	+
G283	G516	+
G283	G286	-
G283	G478	-
G283	G459	-
G283	G611	-
G283	G1338	-
G283	G528	+
G283	G475	-
G283	G1493	+
G283	G72	-
G283	G137	+
G283	G1149	+
G283	G352	+
G283	G236	+
G283	G1088	-
G283	G362	-
G283	G683	+
G283	G741	+
G283	G2	-
G283	G922	-
G283	G453	+
G283	G762	+
G283	G529	-
G283	G588	-
G283	G407	-
G283	G1131	+
G283	G1239	-
G283	G211	+
G283	G721	-
G283	G448	-
G283	G1048	-
G283	G297	-
G283	G46	+
G283	G1162	-
G283	G600	+
G283	G60	-
G283	G354	-
G283	G881	-
G283	G327	-
G283	G847	+
G283	G457	-
G283	G1264	-
G283	G349	+
G283	G1339	+
G283	G292	+
G283	G1180	-
G283	G339	+
G283	G152	+
G283	G318	+
G283	G1071	-
G283	G585	+
G283	G1406	-
G283	G346	-
G283	G966	+
G283	G456	+
G283	G522	+
G283	G57	-
G283	G612	-
G283	G1068	-
G283	G222	+
G283	G1128	+
G283	G1176	-
G283	G344	-
G283	G796	+
G283	G441	+
G283	G1408	-
G283	G74	-
G283	G391	-
G283	G910	-
G283	G76	-
G283	G200	-
G283	G73	+
G283	G1431	-
G283	G628	+
G283	G401	+
G283	G1122	-
G283	G365	+
G283	G766	+
G283	G481	+
G283	G950	+
G283	G452	-
G283	G695	+
G283	G162	-
G283	G888	+
G283	G341	+
G283	G316	-
G283	G278	+
G283	G767	+
G283	G347	+
G283	G1483	-
G283	G523	-
G283	G1037	-
G283	G486	-
G283	G673	-
G283	G395	+
G283	G606	+
G283	G862	+
G283	G127	+
G283	G906	-
G283	G1486	+
G283	G1084	-
G283	G645	+
G283	G549	+
G283	G1319	+
G283	G324	+
G283	G432	-
G867	G568	+
G867	G896	-
G867	G298	+
G867	G58	-
G867	G1308	-
G867	G196	+
G867	G476	+
G867	G63	+
G867	G197	-
G867	G187	+
G867	G638	+
G867	G215	+
G867	G1003	+
G867	G1389	-
G867	G1342	-
G867	G95	+
G867	G1518	-
G867	G52	-
G867	G1525	-
G867	G1020	-
G867	G14	+
G867	G584	-
G26	G186	-
G26	G428	+
G26	G370	-
G26	G266	+
G26	G45	+
G26	G787	+
G26	G309	-
G26	G387	+
G26	G1452	-
G26	G758	-
G26	G374	-
G26	G270	-
G26	G564	-
G26	G1190	-
G26	G236	+
G26	G237	-
G26	G1528	-
G26	G791	-
G26	G7	-
G26	G228	+
G26	G448	-
G26	G18	-
G26	G304	+
G26	G113	+
G26	G973	-
G26	G317	-
G26	G915	-
G26	G96	+
G26	G359	-
G26	G129	-
G26	G190	+
G26	G84	+
G26	G276	-
G26	G601	-
G26	G555	-
G26	G40	+
G26	G210	-
G26	G841	+
G26	G952	+
G26	G1058	+
G26	G426	-
G26	G464	+
G26	G181	+
G26	G321	-
G26	G357	-
G26	G142	+
G26	G632	-
G26	G51	+
G26	G524	-
G753	G1425	+
G753	G125	+
G753	G356	+
G753	G805	+
G753	G1202	-
G753	G680	-
G753	G66	-
G753	G165	-
G753	G521	-
G753	G474	-
G753	G792	-
G753	G1417	+
G753	G1260	-
G753	G293	-
G753	G802	-
G753	G1044	-
G753	G333	+
G753	G326	-
G753	G839	+
G753	G1314	-
G753	G213	-
G753	G876	+
G753	G598	+
G433	G249	+
G433	G790	+
G433	G809	+
G433	G1093	-
G433	G371	+
G433	G558	+
G433	G548	+
G433	G509	-
G433	G578	+
G433	G380	-
G433	G479	-
G433	G621	+
G16	G19	+
G16	G93	-
G16	G372	+
G16	G1134	+
G16	G134	+
G16	G1119	-
G16	G27	-
G16	G1031	+
G16	G110	-
G16	G151	-
G861	G468	+
G861	G1109	+
G1387	G1256	+
G1387	G176	+
G1387	G1452	-
G1387	G277	-
G1387	G630	-
G1387	G1347	-
G1387	G922	+
G1387	G1581	+
G1387	G1303	+
G1387	G412	-
G1387	G342	+
G1387	G832	+
G1387	G676	+
G1387	G1532	+
G1387	G1472	-
G1387	G1409	+
G1387	G1384	-
G1387	G624	-
G1387	G1402	+
G1387	G735	+
G1387	G1413	+
G1387	G340	+
G1387	G1519	+
G1443	G1256	+
G1443	G1357	+
G1443	G1115	-
G1443	G1533	-
G1443	G568	+
G1443	G896	-
G1443	G652	+
G1443	G1011	-
G1443	G793	+
G1443	G1588	-
G1443	G1563	-
G1443	G795	-
G1443	G468	-
G1443	G799	-
G1443	G71	-
G1443	G396	+
G1443	G649	-
G1443	G664	+
G1443	G1274	-
G1443	G805	-
G1443	G1097	+
G1443	G196	+
G1443	G1561	+
G1443	G1535	-
G1443	G1298	-
G1443	G1280	-
G1443	G1214	-
G1443	G1427	-
G1443	G1574	-
G1443	G362	-
G1443	G1462	+
G1443	G1470	-
G1443	G508	+
G1443	G529	+
G1443	G1055	+
G1443	G588	+
G1443	G890	+
G1443	G686	-
G1443	G1331	+
G1443	G100	+
G1443	G92	-
G1443	G201	+
G1443	G425	+
G1443	G930	+
G1443	G1048	+
G1443	G423	-
G1443	G187	-
G1443	G789	+
G1443	G595	-
G1443	G1360	+
G1443	G1549	+
G1443	G17	+
G1443	G20	-
G1443	G1339	+
G1443	G1180	+
G1443	G339	-
G1443	G1371	-
G1443	G1517	+
G1443	G893	+
G1443	G646	+
G1443	G411	+
G1443	G1562	+
G1443	G260	+
G1443	G33	+
G1443	G184	-
G1443	G54	+
G1443	G755	+
G1443	G1495	-
G1443	G1068	-
G1443	G379	+
G1443	G709	-
G1443	G76	+
G1443	G1490	+
G1443	G687	-
G1443	G452	+
G1443	G397	-
G1443	G36	+
G1443	G1498	-
G1443	G1483	+
G1443	G1547	-
G1443	G1534	-
G1443	G1505	+
G1443	G1438	+
G1443	G1556	+
G1443	G1342	-
G1443	G606	+
G1443	G862	-
G1443	G330	+
G1443	G602	-
G1443	G89	+
G1443	G825	-
G1443	G1486	+
G1443	G1084	+
G1443	G1433	+
G1443	G1320	+
G1443	G1121	-
G1443	G1587	+
G1443	G1519	-
G1443	G772	+
G1443	G1422	-
G765	G1395	+
G765	G510	+
G765	G224	-
G765	G835	-
G765	G568	+
G765	G896	+
G765	G61	-
G765	G843	-
G765	G71	+
G765	G58	-
G765	G1567	-
G765	G1251	-
G765	G463	+
G765	G476	+
G765	G926	-
G765	G1527	+
G765	G72	-
G765	G137	+
G765	G207	+
G765	G453	+
G765	G1239	+
G765	G211	+
G765	G46	+
G765	G203	+
G765	G777	+
G765	G1339	+
G765	G612	+
G765	G440	+
G765	G472	+
G765	G1408	+
G765	G74	+
G765	G597	+
G765	G601	-
G765	G38	-
G765	G1023	+
G765	G695	-
G765	G162	+
G765	G888	-
G765	G316	+
G765	G278	-
G765	G841	-
G765	G735	+
G765	G127	-
G765	G85	+
G765	G1166	+
G765	G432	-
G180	G428	-
G180	G61	+
G180	G88	-
G180	G652	+
G180	G1177	+
G180	G1362	-
G180	G648	+
G180	G591	-
G180	G44	+
G180	G71	+
G180	G756	-
G180	G126	-
G180	G1096	-
G180	G246	-
G180	G422	-
G180	G439	-
G180	G5	+
G180	G1052	-
G180	G72	-
G180	G137	-
G180	G240	-
G180	G207	+
G180	G541	-
G180	G334	-
G180	G438	-
G180	G254	+
G180	G46	+
G180	G400	+
